   7.4068028e+00	   5.0500000e-04	   1.2043055e+00	   1.8196300e-05	   3.1549353e-01	   4.3740845e-07	   1.0900885e-03	   2.2786865e-06	
   1.6471072e+01	   5.0375000e-04	   7.8505046e+00	   1.8220800e-05	   1.5332558e+00	   4.3234253e-07	   6.3245809e-01	   2.2531738e-06	
   2.6709039e+01	   5.0375000e-04	   1.5766772e+01	   1.8244200e-05	   3.2404592e+00	   4.3869019e-07	   1.6483569e+00	   2.2481689e-06	
   3.7240337e+01	   5.0500000e-04	   2.4425273e+01	   1.8281400e-05	   5.1984754e+00	   4.3615723e-07	   2.9463169e+00	   2.2329102e-06	
   4.8859435e+01	   5.0541500e-04	   3.3766982e+01	   1.8371100e-05	   7.4553770e+00	   4.3615723e-07	   4.4349525e+00	   2.2379150e-06	
   6.0969586e+01	   5.0646000e-04	   4.3936103e+01	   1.8591800e-05	   1.0039773e+01	   4.3740845e-07	   6.1900395e+00	   2.2023926e-06	
   7.3359796e+01	   5.0854000e-04	   5.4331051e+01	   1.9026400e-05	   1.2857822e+01	   4.3869019e-07	   8.1621548e+00	   2.2073975e-06	
   8.7055727e+01	   5.1166500e-04	   6.5685523e+01	   1.9750800e-05	   1.5982787e+01	   4.3869019e-07	   1.0308689e+01	   2.2176514e-06	
   1.0082113e+02	   5.1729000e-04	   7.7456651e+01	   2.0968600e-05	   1.9368974e+01	   4.3740845e-07	   1.2764777e+01	   2.2226562e-06	
   1.1524745e+02	   5.2396000e-04	   8.9424008e+01	   2.2501700e-05	   2.3058698e+01	   4.3997192e-07	   1.5403832e+01	   2.2379150e-06	
   1.3050803e+02	   5.3187500e-04	   1.0267214e+02	   2.4421100e-05	   2.7098058e+01	   4.3615723e-07	   1.8257975e+01	   2.2329102e-06	
   1.4617145e+02	   5.3937500e-04	   1.1592341e+02	   2.6738900e-05	   3.1307830e+01	   4.3359375e-07	   2.1408101e+01	   2.2379150e-06	
   1.6258915e+02	   5.4771000e-04	   1.2977930e+02	   2.9059700e-05	   3.5939790e+01	   4.3234253e-07	   2.4757570e+01	   2.2125244e-06	
   1.7947319e+02	   5.5375000e-04	   1.4444095e+02	   3.1712400e-05	   4.0868082e+01	   4.3359375e-07	   2.8398173e+01	   2.2277832e-06	
   1.9697000e+02	   5.5875000e-04	   1.5939688e+02	   3.4261600e-05	   4.6000315e+01	   4.3106079e-07	   3.2286255e+01	   2.2073975e-06	
   2.1545165e+02	   5.6375000e-04	   1.7504739e+02	   3.6852300e-05	   5.1654707e+01	   4.3487549e-07	   3.6404427e+01	   2.2329102e-06	
   2.3390214e+02	   5.6625000e-04	   1.9114921e+02	   3.9421900e-05	   5.7532139e+01	   4.3869019e-07	   4.0925011e+01	   2.2379150e-06	
   2.5366513e+02	   5.7187500e-04	   2.0788884e+02	   4.1838900e-05	   6.3706837e+01	   4.3359375e-07	   4.5532835e+01	   2.2379150e-06	
   2.7380990e+02	   5.7479000e-04	   2.2543428e+02	   4.4197900e-05	   7.0345284e+01	   4.3740845e-07	   5.0589371e+01	   2.2277832e-06	
