  1.9076276e+000	  4.9125000e-004	  3.1180786e+000	  1.7772600e-005	  6.3579980e-001	  3.3059692e-007	  1.3877839e-001	 -1.2817383e-006	
  1.0155552e+001	  4.9291500e-004	  1.0196557e+001	  1.7773000e-005	  2.0531897e+000	  3.3822632e-007	  9.2599714e-001	 -1.2613525e-006	
  1.9670833e+001	  4.9250000e-004	  1.8438941e+001	  1.7773300e-005	  3.8238146e+000	  3.3316040e-007	  2.0360576e+000	 -1.2817383e-006	
  2.9879429e+001	  4.9333500e-004	  2.7326306e+001	  1.7773500e-005	  5.8501119e+000	  3.3822632e-007	  3.3817867e+000	 -1.2817383e-006	
  4.0815224e+001	  4.9291500e-004	  3.6938302e+001	  1.7774400e-005	  8.2747359e+000	  3.3822632e-007	  4.9651695e+000	 -1.2817383e-006	
  5.2675206e+001	  4.9250000e-004	  4.7094031e+001	  1.7779400e-005	  1.0891412e+001	  3.3569336e-007	  6.8077615e+000	 -1.2918701e-006	
  6.4696188e+001	  4.9416500e-004	  5.7845922e+001	  1.7799500e-005	  1.3791794e+001	  3.3569336e-007	  8.7967649e+000	 -1.2918701e-006	
  7.7766847e+001	  4.9646000e-004	  6.9419230e+001	  1.7855600e-005	  1.7040804e+001	  3.3316040e-007	  1.1077675e+001	 -1.2817383e-006	
  9.1313130e+001	  5.0708500e-004	  8.1053055e+001	  1.7997100e-005	  2.0519469e+001	  3.3822632e-007	  1.3582109e+001	 -1.2918701e-006	
  1.0514428e+002	  5.2541500e-004	  9.3711964e+001	  1.8209700e-005	  2.4317419e+001	  3.2806396e-007	  1.6236482e+001	 -1.3021240e-006	
  1.2025620e+002	  5.5458500e-004	  1.0677938e+002	  1.8579500e-005	  2.8364939e+001	  3.3059692e-007	  1.9273616e+001	 -1.2716064e-006	
  1.3539888e+002	  5.9437500e-004	  1.2005045e+002	  1.9095300e-005	  3.2737846e+001	  3.2806396e-007	  2.2439137e+001	 -1.2918701e-006	
  1.5118074e+002	  6.3666500e-004	  1.3454531e+002	  1.9682700e-005	  3.7509943e+001	  3.3569336e-007	  2.5868869e+001	 -1.3021240e-006	
  1.6788894e+002	  6.7812500e-004	  1.4905947e+002	  2.0388400e-005	  4.2407234e+001	  3.4332275e-007	  2.9608949e+001	 -1.2817383e-006	
  1.8497204e+002	  7.1854000e-004	  1.6416590e+002	  2.1175100e-005	  4.7792780e+001	  3.3569336e-007	  3.3554789e+001	 -1.2817383e-006	
  2.0278767e+002	  7.5229000e-004	  1.8016453e+002	  2.1996500e-005	  5.3494622e+001	  3.3316040e-007	  3.7811207e+001	 -1.2716064e-006	
  2.2109838e+002	  7.8187500e-004	  1.9645076e+002	  2.2827500e-005	  5.9351220e+001	  3.3569336e-007	  4.2325094e+001	 -1.2918701e-006	
  2.4005917e+002	  8.0562500e-004	  2.1343639e+002	  2.3616100e-005	  6.5865652e+001	  3.4332275e-007	  5.0313258e+001	 -1.2716064e-006	
  2.6008938e+002	  8.2666500e-004	  2.3079262e+002	  2.4418000e-005	  7.2483573e+001	  3.3569336e-007	  5.9009248e+001	 -1.2817383e-006	
  2.7990501e+002	  8.4416500e-004	  2.4882813e+002	  2.5175400e-005	  7.9490774e+001	  3.3316040e-007	  7.2538509e+001	 -1.2613525e-006	
  3.0116571e+002	  8.6041500e-004	  2.6779887e+002	  2.5888800e-005	  8.6970380e+001	  3.3316040e-007	  7.8914308e+001	 -1.2613525e-006	
  3.2283415e+002	  8.7375000e-004	  2.8661328e+002	  2.6628000e-005	  9.4706869e+001	  3.3059692e-007	  8.5691191e+001	 -1.2716064e-006	
  3.4459119e+002	  8.8604000e-004	  3.0664989e+002	  2.7265000e-005	  1.0290038e+002	  3.4332275e-007	  9.2985582e+001	 -1.2613525e-006	
  3.6810433e+002	  8.9791500e-004	  3.2722047e+002	  2.7915000e-005	  1.1144117e+002	  3.3822632e-007	  1.0031338e+002	 -1.2817383e-006	
  3.9141761e+002	  9.1000000e-004	  3.4775235e+002	  2.8536000e-005	  1.2624044e+002	  3.3316040e-007	  1.0825364e+002	 -1.2918701e-006	
  4.1546324e+002	  9.2104000e-004	  3.6997072e+002	  2.9095000e-005	  1.4197195e+002	  3.3316040e-007	  1.1649515e+002	 -1.2716064e-006	
  4.4071007e+002	  9.3271000e-004	  3.9195570e+002	  2.9687900e-005	  1.6582265e+002	  3.3059692e-007	  1.2483310e+002	 -1.2918701e-006	
  4.6620136e+002	  9.4104000e-004	  4.1466637e+002	  3.0209800e-005	  1.7684456e+002	  3.4204102e-007	  1.3398360e+002	 -1.3021240e-006	
  4.9258252e+002	  9.5083500e-004	  4.3833770e+002	  3.1091500e-005	  1.8842898e+002	  3.6492920e-007	  1.4316845e+002	 -1.2613525e-006	
  5.1934154e+002	  9.5958500e-004	  4.6227097e+002	  3.1797200e-005	  2.0076264e+002	  3.9672852e-007	  1.5275325e+002	 -1.2817383e-006	
  5.4695314e+002	  9.6896000e-004	  4.8707297e+002	  3.2236200e-005	  2.1302531e+002	  4.8574829e-007	  1.6291339e+002	 -1.2613525e-006	
  5.7579899e+002	  9.8229000e-004	  5.1239146e+002	  3.2662500e-005	  2.2618259e+002	  6.4340210e-007	  1.7331373e+002	 -1.2716064e-006	
  6.0422193e+002	  9.9333500e-004	  5.5512687e+002	  3.3067800e-005	  2.3970897e+002	  9.0408325e-007	  1.8417827e+002	 -1.2918701e-006	
  6.3430296e+002	  1.0010400e-003	  5.9918825e+002	  3.3437600e-005	  2.5327105e+002	  1.2537537e-006	  1.9537141e+002	 -1.2918701e-006	
  6.6499753e+002	  1.0064600e-003	  6.6374672e+002	  3.3796400e-005	  2.6802542e+002	  1.7738342e-006	  2.0695931e+002	 -1.2613525e-006	
  6.9545701e+002	  1.0129150e-003	  6.9279536e+002	  3.4131000e-005	  2.8271075e+002	  2.3790894e-006	  2.1920026e+002	 -1.2918701e-006	
