   2.4299250e+01	   5.0687500e-04	   2.6336850e+01	   1.8452200e-05	   1.6252980e+01	   4.1961670e-07	   1.5527460e+01	   2.3092041e-06	
   2.5194270e+01	   5.0812500e-04	   2.7214230e+01	   1.8444100e-05	   1.8085980e+01	   4.1198730e-07	   1.6379580e+01	   2.2989502e-06	
   2.6058270e+01	   5.0666500e-04	   2.8095750e+01	   1.8436200e-05	   1.8957900e+01	   4.1708374e-07	   1.7260980e+01	   2.2634277e-06	
   2.6927910e+01	   5.0625000e-04	   2.8949850e+01	   1.8428800e-05	   1.9833120e+01	   4.2214966e-07	   1.8142620e+01	   2.2684326e-06	
   2.7807270e+01	   5.0791500e-04	   2.9846730e+01	   1.8425200e-05	   2.0704860e+01	   4.2214966e-07	   1.8994620e+01	   2.2583008e-06	
   2.8676970e+01	   5.0812500e-04	   3.0712590e+01	   1.8430500e-05	   2.1574740e+01	   4.1961670e-07	   1.9893480e+01	   2.2583008e-06	
   2.9552610e+01	   5.0979000e-04	   3.1578450e+01	   1.8470200e-05	   2.2465740e+01	   4.2471313e-07	   2.0757360e+01	   2.2786865e-06	
   3.0422250e+01	   5.1354000e-04	   3.2463690e+01	   1.8580000e-05	   2.3317860e+01	   4.1708374e-07	   2.1621240e+01	   2.2786865e-06	
   3.1293870e+01	   5.3021000e-04	   3.3463950e+01	   1.8849300e-05	   2.4199260e+01	   4.1198730e-07	   2.2506600e+01	   2.2735596e-06	
   3.2179230e+01	   5.6083500e-04	   3.5296950e+01	   1.9316400e-05	   2.5080900e+01	   4.1708374e-07	   2.3378220e+01	   2.2836914e-06	
   3.3041130e+01	   6.0854000e-04	   3.6168870e+01	   2.0036200e-05	   2.5932900e+01	   4.1198730e-07	   2.4249840e+01	   2.2583008e-06	
   3.3918510e+01	   6.7125000e-04	   3.7044090e+01	   2.1040900e-05	   2.6831760e+01	   4.1452026e-07	   2.5121460e+01	   2.2634277e-06	
   3.4800030e+01	   7.3604000e-04	   3.7915830e+01	   2.2234800e-05	   2.7695640e+01	   4.2471313e-07	   2.5993200e+01	   2.2786865e-06	
   3.5654130e+01	   8.0125000e-04	   3.8785710e+01	   2.3601400e-05	   2.8559520e+01	   4.2214966e-07	   2.6878620e+01	   2.2888184e-06	
   3.6551010e+01	   8.5583500e-04	   3.9676710e+01	   2.5016800e-05	   2.9444880e+01	   4.2089844e-07	   2.7740340e+01	   2.2735596e-06	
   3.7416870e+01	   9.0208500e-04	   4.0528830e+01	   2.6416700e-05	   3.0316500e+01	   4.2214966e-07	   2.8621860e+01	   2.2634277e-06	
   3.8282730e+01	   9.3937500e-04	   4.1410230e+01	   2.7878500e-05	   3.1188120e+01	   4.1708374e-07	   3.0300840e+01	   2.2531738e-06	
   3.9167970e+01	   9.6687500e-04	   4.2291870e+01	   2.9173700e-05	   3.2059740e+01	   4.1452026e-07	   3.1461120e+01	   2.2481689e-06	
   4.0168230e+01	   9.8812500e-04	   4.3143870e+01	   3.0513200e-05	   3.2931480e+01	   4.1961670e-07	   3.2338440e+01	   2.2531738e-06	
