var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43
0.0786086972,0.0655303606,0.0525373356,0.0492673394,0.048766979,0.0524592213,0.0422152939,0.0414513039,0.0463739385,0.0449393616,0.0469360597,0.0422203659,0.0363825589,0.0354829358,0.0333645568,0.0282528571,0.0264749011,0.0088958045,0.0227399823,0.0049156096,0.0118926388,,,,,,,,,,,,,,,,,,,,,,
0.0827382317,0.0713390897,0.05881225,0.0530964387,0.0492092065,0.046361744,0.044048658,0.0375831557,0.0460423199,0.0459528458,0.0502276245,0.0430000031,0.0370207419,0.0377771798,0.0321193901,0.0258714842,0.0284263389,0.0165088801,0.0228253493,0.0069147409,0.012543438,,,,,,,,,,,,,,,,,,,,,,
0.0776109982,0.0697990836,0.0612192344,0.0543348549,0.0437972507,0.0418851374,0.0464314905,0.0384991398,0.0422681903,0.0453153019,0.0473121109,0.0406235505,0.0352237325,0.0405257973,0.0314597605,0.0244555194,0.032357921,0.0207605871,0.0223378797,0.0137771201,0.0109443543,0.0080315114,,,,,,,,,,,,,,,,,,,,,
0.0750507473,0.0663484876,0.0643191256,0.0524516653,0.0448531742,0.0412328512,0.0421447895,0.0440657516,0.039599357,0.043513477,0.0436136378,0.0381560187,0.0357917224,0.03815844,0.0328314945,0.0243555492,0.0270474512,0.0247717481,0.0235692128,0.0192634062,0.012380141,0.0085533005,,,,,,,,,,,,,,,,,,,,,
0.076280708,0.0729838755,0.0649959167,0.052722478,0.047961239,0.0418777844,0.0417342854,0.0435361368,0.0397017178,0.0454175727,0.0408313713,0.0382761237,0.0361768157,0.0378882,0.0307342426,0.0275451865,0.030456344,0.02448078,0.0231139312,0.0235920264,0.0100785493,0.0081898772,,,,,,,,,,,,,,,,,,,,,
0.0849716297,0.0740557209,0.0696052676,0.0584224796,0.0545130176,0.0406645564,0.0458505706,0.0453942384,0.0434055389,0.0469520959,0.0467040606,0.0421672267,0.0380303379,0.0340727847,0.0294911069,0.0309759546,0.0343041864,0.0292304661,0.0296915319,0.0284408538,0.0246095639,0.0148623673,0.0079032121,,,,,,,,,,,,,,,,,,,,
0.084026325,0.0745023098,0.0645738701,0.0670625947,0.0582796344,0.0415091188,0.0488286372,0.040451541,0.0398476163,0.0477105476,0.0461808843,0.0421413043,0.0347691114,0.0343004187,0.0330039627,0.0366960047,0.033919394,0.0320766361,0.0339402268,0.0253758302,0.0392257076,0.0157033727,0.010044287,,,,,,,,,,,,,,,,,,,,
0.0817150171,0.0754226758,0.0646620972,0.0707713409,0.0621454088,0.0422883943,0.0510710655,0.0392676279,0.0381140312,0.0427895975,0.0505379569,0.0422850536,0.0361037921,0.0335077934,0.0341705842,0.0304405334,0.0325039954,0.0312167257,0.0345813992,0.021113447,0.0425935931,0.0140282045,0.0129442821,0.0087766204,,,,,,,,,,,,,,,,,,,
0.0860787735,0.0798819829,0.0703693172,0.0619999196,0.0603083279,0.0428621786,0.0485077609,0.0397142415,0.0396121307,0.0430893526,0.0466323549,0.0417691459,0.0407465422,0.0377715051,0.0343833272,0.031843902,0.0328245442,0.0273227512,0.0243797315,0.0187021386,0.0237639012,0.0045176926,0.0068207938,0.0112357307,,,,,,,,,,,,,,,,,,,
0.0953588984,0.0777359535,0.0797428208,0.0542838648,0.0552185604,0.045153673,0.050219026,0.0468726159,0.0470119798,0.0431502897,0.0396088065,0.0421443474,0.0413520602,0.0395768016,0.0385131565,0.0347301068,0.0367015116,0.0294079318,0.0289147397,0.0210419542,0.0239784583,0.0039924003,0.0038054242,0.0120224482,,,,,,,,,,,,,,,,,,,
0.0876318905,0.068943785,0.0710940747,0.0543870397,0.0517872933,0.0461250367,0.0454669632,0.0457819875,0.0467125731,0.0450392105,0.0338330545,0.0402259029,0.0353406529,0.0333810755,0.0443742253,0.0418863718,0.0335636926,0.0299161347,0.0316562461,0.0217552016,0.0289741533,0.0086596844,0.0066292706,0.0089158002,0.0102260042,,,,,,,,,,,,,,,,,,
0.0891241117,0.0745513342,0.0678734974,0.055610791,0.0556452192,0.0513960692,0.0461019352,0.040825756,0.0467333596,0.0450874087,0.0390957953,0.0392210775,0.0329928544,0.0330037418,0.0426540005,0.0402924164,0.0326955291,0.0269177381,0.0313018826,0.0208365532,0.028709242,0.0121607011,0.0126701082,0.0055221096,0.0132217228,,,,,,,,,,,,,,,,,,
0.0945720816,0.0787351913,0.0681771374,0.0566502229,0.0611730694,0.0478061636,0.0437107177,0.0385422462,0.0430156631,0.0406222057,0.0425544845,0.0413787708,0.0375217486,0.0364536607,0.0443561071,0.0375742887,0.0319629831,0.0274536346,0.0219465591,0.0236091872,0.0233174245,0.0121417034,0.0110837741,0.0080057863,0.0118913747,0.0099054717,,,,,,,,,,,,,,,,,
0.0970056674,0.0789411403,0.07824716,0.0650463458,0.0612402718,0.0443985905,0.0447814099,0.0461204296,0.0487874702,0.0381958217,0.0431933045,0.0403968832,0.041273166,0.0377944382,0.0447005645,0.0354493091,0.0387758673,0.0319879795,0.0253607084,0.025700754,0.0244380097,0.0179622635,0.0069242006,0.0086210908,0.0085028069,0.0092498551,,,,,,,,,,,,,,,,,
0.09155639,0.0727952897,0.0801752574,0.073430903,0.0579305725,0.0424248321,0.0441933259,0.0496133093,0.041838159,0.0405263851,0.0420597855,0.0432524624,0.0426091309,0.0336370103,0.0447894508,0.0394681558,0.0426271565,0.0331996809,0.0331574944,0.0283227851,0.0246141757,0.0255176275,0.0137605572,0.0066564959,0.0092134086,0.0088908313,,,,,,,,,,,,,,,,,
0.1014737351,0.0853079237,0.0824316948,0.071256936,0.056537665,0.0488439547,0.0469515887,0.0538208988,0.0391473038,0.0425654815,0.0443183437,0.047314151,0.0393846927,0.0306853436,0.0425248509,0.0403180169,0.0366224619,0.0319456052,0.0374298947,0.0280845755,0.0231546045,0.0268646559,0.0198735897,0.0075684332,0.0077934026,0.0108829897,0.0110980528,,,,,,,,,,,,,,,,
0.1061687846,0.0900838512,0.0787190957,0.0660571867,0.0624891014,0.0485705276,0.0475733594,0.0494063084,0.0354661492,0.0415840931,0.0445819093,0.0499754785,0.0414450818,0.0379738546,0.0419144446,0.0406672379,0.0329315998,0.0334658581,0.0324695195,0.0306555077,0.026188388,0.0216269649,0.0269174265,0.0139313519,0.007276891,0.0140482879,0.0108281309,,,,,,,,,,,,,,,,
0.1096548085,0.0906136182,0.0839642728,0.0628323862,0.0644045529,0.0509263939,0.0516838673,0.0474189696,0.0449803868,0.0401253665,0.0426929785,0.0469728241,0.042880179,0.0393425106,0.0396412592,0.0408850734,0.0336099074,0.0367080204,0.0255427991,0.028899185,0.0278673529,0.0223552592,0.0209083683,0.0186761853,0.0053190692,0.015667632,0.0087600251,0.0074150285,,,,,,,,,,,,,,,
0.1028908261,0.0835288667,0.0807394136,0.0624354548,0.0684879624,0.0491130872,0.0502724556,0.0423111711,0.042799413,0.0396084951,0.0399777931,0.0410432678,0.0461890738,0.0368644996,0.0379131252,0.0375786719,0.0366721588,0.0352878748,0.0278418625,0.0321764653,0.0284434276,0.0216665221,0.0204922918,0.013517277,0.0130063006,0.0127952901,0.0082099751,0.0103456618,,,,,,,,,,,,,,,
0.106488,0.0936242986,0.076572409,0.0614952815,0.0699464822,0.0533725266,0.0535903537,0.0462272678,0.0469456342,0.0410300092,0.0420835913,0.0402403883,0.0414080751,0.0316952881,0.0424639047,0.0327722381,0.037664067,0.0352640974,0.0331022981,0.0335872379,0.0277673367,0.0263666732,0.0250197088,0.0151400246,0.0120068523,0.0083863243,0.0087686127,0.0107629207,,,,,,,,,,,,,,,
0.0950557977,0.0953032748,0.0705919787,0.0649507844,0.0672855746,0.0560375929,0.0503045667,0.0480439615,0.0437055198,0.041863866,0.0433080311,0.0424466725,0.0353701819,0.0407157957,0.0418831201,0.036265892,0.042096829,0.0329432562,0.0347614698,0.0329439258,0.0248306424,0.0286447413,0.0278728699,0.0164380346,0.0143212778,0.0131176243,0.0074125852,0.0108245253,0.005490592,,,,,,,,,,,,,,
0.0933575258,0.0985384644,0.0726018112,0.0708168374,0.0689696506,0.0560256181,0.0510633055,0.0511839185,0.0483835646,0.0440905775,0.0410417753,0.0465893476,0.0368505589,0.0444440661,0.0415980144,0.0442421349,0.0428359531,0.0328481318,0.0295018649,0.0344954088,0.0258539908,0.0286826301,0.0310696511,0.0165477673,0.0153032568,0.0195000857,0.0086647154,0.0087325436,0.0037659765,,,,,,,,,,,,,,
0.0899103481,0.0953923463,0.0763021197,0.0744010909,0.0716831542,0.0581960886,0.0501383108,0.0497604484,0.0482639657,0.0429629642,0.0413124968,0.0433142719,0.0402455278,0.0452056331,0.040934924,0.0521033951,0.0403401097,0.0348449852,0.0342547754,0.0401150957,0.0290067288,0.02554982,0.0290413062,0.0173069079,0.018908262,0.0176966593,0.0110985774,0.0109457614,0.0064275302,0.0106462614,,,,,,,,,,,,,
0.0929882654,0.0996947668,0.0799161659,0.073233575,0.0719526067,0.0611364976,0.050701816,0.0484529598,0.0527376895,0.0483318625,0.0436765166,0.0424197402,0.0403364964,0.0391394953,0.0446822424,0.0519801917,0.036347138,0.0363098941,0.0358238844,0.0451846894,0.027949298,0.0224679166,0.0302535461,0.0274676291,0.0176498866,0.0145165761,0.0168322038,0.013390097,0.0074461853,0.0081569658,,,,,,,,,,,,,
0.0900314714,0.1046434837,0.0846244335,0.0840671873,0.0712531389,0.0651609574,0.0501869548,0.0509232638,0.0520846047,0.0484394768,0.0496892617,0.0427007287,0.0359004381,0.0406923203,0.0458772951,0.0442931957,0.0352979309,0.0348742288,0.0406120572,0.0433622483,0.026918881,0.0264169079,0.0275622635,0.0298310518,0.0188731173,0.0192784802,0.018155417,0.0138753309,0.0113371989,0.009691247,,,,,,,,,,,,,
0.0934986525,0.1041007415,0.0947054938,0.0876446272,0.0742420142,0.0616932592,0.0556441073,0.0552216784,0.0499380952,0.0463588185,0.049219255,0.0420938793,0.0410252016,0.0425963524,0.042115757,0.0379442089,0.0410636879,0.0353797754,0.0358928178,0.0399751283,0.0255169145,0.0269913027,0.0281235106,0.0267745816,0.0215814756,0.0247517749,0.0047318766,0.0138453697,0.0122047036,0.00945379,0.006627154,,,,,,,,,,,,
0.1003013292,0.0965713314,0.0949586921,0.0845269114,0.0706554997,0.0570526786,0.0579850994,0.0563695023,0.0451713817,0.0419374739,0.0445608634,0.0388400365,0.039516336,0.0436327145,0.0371800452,0.0351550298,0.0407779587,0.0352015237,0.0337617373,0.0347349503,0.02723984,0.0292359611,0.0292862661,0.0244567022,0.0222873424,0.0203480235,0.0059651535,0.0147059872,0.0136356644,0.0103554393,0.0060436111,,,,,,,,,,,,
0.1053140655,0.0955531465,0.0900349207,0.083577192,0.0692914968,0.0596750549,0.0601238269,0.05460396,0.0485570976,0.0478833349,0.0409304552,0.0408156449,0.038961031,0.0429150911,0.0393646939,0.0342817836,0.0395715022,0.0393979287,0.0303846232,0.0322749668,0.0318051528,0.0289096236,0.0248982947,0.026914625,0.0258051065,0.0193925817,0.0204093222,0.0129197005,0.0135978388,0.0111217015,0.0054423162,0.0081484667,,,,,,,,,,,
0.1085801297,0.1028521637,0.0832989619,0.0919624174,0.0716586402,0.0690535514,0.057416545,0.0564600231,0.0497801092,0.0473402626,0.0427804643,0.0428442366,0.036829507,0.0411089092,0.0397743366,0.030543815,0.0372249563,0.0339508357,0.036065169,0.0281918299,0.0346308801,0.0327168718,0.023901002,0.0212047592,0.0276018664,0.0235274908,0.0294267506,0.0104381036,0.0132723566,0.0126665982,0.0078176564,0.0035201119,,,,,,,,,,,
0.1136217334,0.1114655824,0.0855591112,0.0843502662,0.0833048885,0.0693899796,0.0599353471,0.0605358542,0.0485037849,0.0489123023,0.0425438261,0.0434084766,0.0406534355,0.0381768157,0.0379112626,0.0332124084,0.037917143,0.0340532998,0.0396316786,0.0239279457,0.0349348346,0.0350765737,0.0245973024,0.0218012625,0.0249941398,0.0283297152,0.0196618837,0.0202037332,0.0142212763,0.0079420227,0.0104943179,0.0060732276,,,,,,,,,,,
0.1120679715,0.114003723,0.0861922965,0.0840359714,0.0852215797,0.0682505227,0.061086313,0.0634910356,0.0471822696,0.0460546245,0.0435235752,0.0428057024,0.0409856082,0.036200545,0.0375693694,0.0379450845,0.0376368217,0.0307181059,0.0366489799,0.0284985716,0.0302466334,0.0306606251,0.0310399578,0.0272373376,0.0237240575,0.0228661477,0.0211549584,0.0189365794,0.0147269807,0.0105736913,0.0117922652,0.0084329447,0.0077744391,,,,,,,,,,
0.1099983879,0.1102279985,0.0866092159,0.0798626082,0.0844508292,0.066830909,0.0616923344,0.0574336285,0.0572819365,0.0430225728,0.042788232,0.0398167025,0.0415990928,0.0388306312,0.0421018844,0.0401389113,0.0373164811,0.0314429835,0.0355399113,0.0341395099,0.0292955479,0.0276999134,0.0312719294,0.0314744621,0.0265010003,0.0184113087,0.0251471236,0.0153340808,0.0199599018,0.0119697956,0.0124144869,0.0095466694,0.0066895363,,,,,,,,,,
0.1179956078,0.1036270771,0.0864929734,0.0787219808,0.0773411505,0.0745283212,0.0639303659,0.0518474455,0.0573942055,0.0429671545,0.0408088047,0.0419050476,0.043603907,0.039723891,0.0398030957,0.0388193168,0.0367474235,0.0341112556,0.0317014692,0.0355899626,0.0310193428,0.0294849117,0.0291880049,0.0264811046,0.027404319,0.0216415293,0.0224153344,0.0099139587,0.0177560141,0.0146631826,0.0142987297,0.0103618965,0.0046142205,0.0074428944,,,,,,,,,
0.1234844753,0.1026050545,0.0890439586,0.0727079453,0.0768200965,0.075369405,0.070514336,0.0445571399,0.0521352163,0.0438894915,0.0379016162,0.0462420448,0.0433249202,0.0372635657,0.0368162761,0.0394074378,0.0282531306,0.0391438916,0.0397315359,0.0284981698,0.0339325148,0.0337205933,0.0269380346,0.0273769995,0.0292355255,0.0249985517,0.0172525779,0.0169874495,0.0116975999,0.0180399467,0.0136163195,0.0092056043,0.0041470556,0.0061391536,,,,,,,,,
0.1108014258,0.1048687134,0.0956480963,0.0814887447,0.0760298601,0.0788907311,0.0688089794,0.0484953263,0.0490223667,0.0465682104,0.0423216597,0.0469070522,0.0432041649,0.035595276,0.0370818198,0.0405187263,0.0296410649,0.0435434924,0.0380191453,0.0266961024,0.0339028108,0.0356020238,0.029217596,0.0341711577,0.0295391513,0.023908192,0.0146273763,0.0156826475,0.0056400534,0.0206625801,0.0125892192,0.0065282803,0.0073278465,0.0072045981,,,,,,,,,
0.101705152,0.1072955326,0.1048417928,0.0822065911,0.0868639718,0.0773623725,0.0606137372,0.0563043689,0.054702576,0.0449567668,0.0505363383,0.0425846737,0.0404395143,0.0370505252,0.0379799501,0.036187822,0.0372631611,0.0420019793,0.0379348436,0.0335087041,0.0280424877,0.0349206604,0.0293546285,0.0346906152,0.0304236438,0.0233789259,0.0204683299,0.0220930219,0.0118946221,0.0171577007,0.0105161882,0.0082886052,0.0089339019,0.0085263307,0.0062252197,,,,,,,,
0.1000061763,0.1037043358,0.0944935305,0.0890128918,0.0900414181,0.0724425674,0.0566200914,0.0537712996,0.0551728331,0.0472365782,0.0468779698,0.0384695602,0.036852843,0.0315182783,0.0350685463,0.0329492745,0.0497072883,0.0382008433,0.0243202108,0.0357168573,0.0286367368,0.0336264112,0.0299404924,0.0270732565,0.0257672217,0.0243224338,0.0242397792,0.0260661777,0.0145352594,0.0153106213,0.0143220712,0.0113818167,0.0109036177,0.0071743803,0.0037108175,,,,,,,,
0.1136703709,0.1030423381,0.0874105464,0.0905400231,0.0908579538,0.074042209,0.0641171778,0.0512948699,0.0489462929,0.0440416821,0.0403179779,0.0394112889,0.0343766123,0.0301746275,0.0384541741,0.0328301323,0.0453244074,0.0338494717,0.0301556591,0.0283606972,0.0368068028,0.0325048668,0.0288544435,0.0241347227,0.0245388808,0.0260984457,0.0228722649,0.0239789452,0.0178278448,0.0211681591,0.0182600924,0.0124871819,0.0094678181,0.0092956923,0.0025371327,0.0074015865,,,,,,,
0.1133841964,0.1017750737,0.0856707926,0.0840144514,0.0900174848,0.078463279,0.0695862205,0.0569992924,0.0475665192,0.0449662153,0.0417026795,0.0448551248,0.0387329666,0.0367200546,0.0416045501,0.0284792164,0.0365701063,0.0350310215,0.0291891707,0.0235847336,0.0427785166,0.0351232068,0.0291859757,0.0303873128,0.0276615476,0.0280229969,0.0177052076,0.0297063827,0.0188569805,0.0190561248,0.0199969587,0.0093311664,0.0066833939,0.0111055328,0.0012640434,0.0077748773,,,,,,,
0.1019084735,0.0986324363,0.0809202019,0.0649962024,0.0831539618,0.0787912472,0.0774284153,0.060655011,0.043504317,0.0408601751,0.0462793224,0.0455282949,0.0414226313,0.043242139,0.0436708782,0.02911282,0.025522544,0.0396342099,0.0411146735,0.0255719548,0.0369567132,0.0309120964,0.0254654884,0.0333292524,0.0293843746,0.0288324883,0.0232036658,0.0324459341,0.0208493008,0.0111836227,0.007493838,0.0109865077,0.0074689894,0.0102994247,0.0043206303,0.0084012161,,,,,,,
0.0980001404,0.1045964059,0.0754393284,0.0657470492,0.0788345424,0.0763252495,0.0786254513,0.0541614772,0.0557050544,0.047691872,0.0461945789,0.0411771744,0.0446117691,0.0400580609,0.0422532219,0.031289935,0.0265890433,0.0364083345,0.039517939,0.0318524692,0.0330498164,0.0330916436,0.0227949966,0.033887054,0.0290030278,0.0297011018,0.0244030503,0.0313231023,0.0176897819,0.0088272192,0.0078377413,0.0119279822,0.0080332225,0.008178718,0.0086588399,0.0081503194,0.0066729686,,,,,,
0.1077053247,0.1035269182,0.0859444583,0.083005884,0.078779871,0.0730131497,0.0665592588,0.0578559192,0.0596742308,0.0509899538,0.0423104746,0.0394933171,0.0430829653,0.0326505565,0.0400800546,0.0365260858,0.0265092886,0.0337560594,0.0350267215,0.0318507271,0.0326800817,0.0304153083,0.0208409918,0.0369137915,0.0287069022,0.0271054263,0.0228596855,0.0208319917,0.0185036255,0.0166747974,0.0083774622,0.0134921436,0.0073910301,0.0067179263,0.010313888,0.0074919645,0.0073654288,,,,,,
0.1041901373,0.0956752843,0.0994616719,0.0937906191,0.0804529339,0.078485667,0.0592557049,0.0611254086,0.054320566,0.055199895,0.0417337943,0.0392287404,0.0384597643,0.0349954887,0.0319578866,0.0340402757,0.0400122894,0.0293714856,0.0243010451,0.0313644992,0.0297988468,0.0250343537,0.0199620642,0.0340090638,0.0322268188,0.0244879587,0.0198791191,0.0209836892,0.0179740443,0.019811339,0.0100610996,0.0169374085,0.0112204916,0.006562064,0.0085900134,0.0064362806,0.0050993984,0.0056739959,,,,,
