var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43
0.0540465927,0.0389014659,0.0285185211,0.0170551783,0.0273839155,0.0194925741,0.018875289,0.0275638985,0.0339758702,0.0217679423,0.0264084869,0.0340440289,0.026599543,0.034745867,0.0127816311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0625904526,0.0518260087,0.0336316251,0.0333376361,0.0279364755,0.0200454622,0.0245353409,0.0262637426,0.0306309103,0.0284721695,0.0356931283,0.0416643706,0.0353130652,0.0400395091,0.0078888231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0652461256,0.0554047802,0.0361172693,0.0263120058,0.0279766274,0.0361796279,0.0302859262,0.0227710882,0.0306162634,0.0361805958,0.0417232113,0.0372953653,0.0312703393,0.041386839,0.0059344478,0.0108441513,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0654120991,0.054169549,0.040287263,0.035686768,0.0372990951,0.0423672008,0.0265434954,0.0294502811,0.0351398684,0.0330569635,0.0412812152,0.0360377525,0.0395329413,0.0265043047,0.0176691433,0.0224817435,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0637088365,0.0599440163,0.0399356375,0.0450292772,0.0459017254,0.0437541221,0.0323246188,0.0437825116,0.0343058818,0.0415727986,0.0381827017,0.0402011562,0.0412090278,0.0236754667,0.0351128701,0.0226131723,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0689408927,0.0774968182,0.0534609427,0.0475699786,0.0555996946,0.0418441895,0.0454785179,0.0413419137,0.0323371887,0.0453087808,0.0427227196,0.0460653823,0.0375996104,0.0265909561,0.0420793022,0.0136913572,0.0065252355,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0783307359,0.0872601081,0.0583504052,0.0514383086,0.0519239344,0.0439505994,0.0500482887,0.0460545887,0.0439389509,0.0431596358,0.0397250047,0.0498231636,0.0359861011,0.0336135733,0.0359670473,0.0183097289,0.0247118484,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0855897601,0.0885067276,0.0649389314,0.061933539,0.0506919582,0.0499163978,0.0457857687,0.0494206942,0.0531499864,0.0400951597,0.0399891422,0.0548420758,0.0459617603,0.038436165,0.0315925836,0.0416188921,0.0286282786,0.0168593543,,,,,,,,,,,,,,,,,,,,,,,,,
0.0965289711,0.0836262007,0.0667655153,0.063963125,0.0512693314,0.0559172659,0.0438206105,0.0499237463,0.0604194984,0.0443279568,0.0467015809,0.0627462367,0.0542776232,0.0407068644,0.0381702479,0.0529143952,0.0511990997,0.0201024429,,,,,,,,,,,,,,,,,,,,,,,,,
0.0972972956,0.0766044043,0.0785070259,0.0563128008,0.0603029331,0.0542911326,0.0514215611,0.0374506989,0.0577657116,0.0457696058,0.0480176152,0.0590596651,0.0524972736,0.0436840007,0.0483475607,0.039197992,0.0424151859,0.0322435979,,,,,,,,,,,,,,,,,,,,,,,,,
0.097344697,0.0780368636,0.0784689822,0.0600959882,0.0592207855,0.051963791,0.0520094378,0.0381473611,0.0556526427,0.0432584152,0.0461646398,0.0543850563,0.0565181198,0.0412905898,0.0521774936,0.0283150834,0.0341740923,0.022241947,0.0241160241,,,,,,,,,,,,,,,,,,,,,,,,
0.1046769134,0.0911343535,0.0842550894,0.071209277,0.0647244218,0.0561958026,0.0581603154,0.0468319064,0.0546184071,0.0540822289,0.045949207,0.0517349732,0.0601828799,0.0428197297,0.0481467364,0.0356631752,0.0270603015,0.0219373834,0.0230249445,,,,,,,,,,,,,,,,,,,,,,,,
0.1226491036,0.1056431092,0.0869357967,0.073525114,0.0648735269,0.0670076576,0.0593025689,0.05507318,0.0582460999,0.0577640841,0.0529662963,0.0536020269,0.0630458396,0.0463208599,0.0477042251,0.0458033495,0.0377628622,0.0288350003,0.0290926759,0.0120439016,,,,,,,,,,,,,,,,,,,,,,,
0.1301106637,0.1096513218,0.0943053739,0.0801809482,0.0722675514,0.0765508295,0.0616495469,0.0517123428,0.0561195602,0.0592912585,0.0538385826,0.060028672,0.0573632587,0.0551994708,0.0531876508,0.0539958398,0.0509851342,0.0428679983,0.0327573481,0.019836851,,,,,,,,,,,,,,,,,,,,,,,
0.1229442032,0.1092203471,0.1044321956,0.0887173179,0.069968979,0.0745611557,0.0575380027,0.0536712403,0.0639677157,0.0568913325,0.0551122976,0.0679027796,0.0523597944,0.0596416295,0.0514556331,0.0588272006,0.0389074984,0.0440737327,0.035838982,0.0264897552,,,,,,,,,,,,,,,,,,,,,,,
0.1164760023,0.1157881013,0.1082379197,0.0875252884,0.0773937201,0.0721900793,0.0594496725,0.0628648201,0.0716657332,0.0677170873,0.0583042499,0.0710128744,0.0557614282,0.0567718996,0.0497796053,0.0611637857,0.0383975216,0.0407463101,0.0348567767,0.023255,0.0237774328,,,,,,,,,,,,,,,,,,,,,,
0.1186651291,0.124651358,0.1038632178,0.0842805031,0.0779649239,0.0648288632,0.0687557862,0.0700274689,0.0734042244,0.0661743946,0.0669840256,0.0684510969,0.0614240495,0.0508661124,0.0477478962,0.0575787134,0.0335537573,0.0433794593,0.0263403421,0.0226761672,0.0299441392,,,,,,,,,,,,,,,,,,,,,,
0.137474342,0.1259872525,0.1019215522,0.0981768315,0.0867108922,0.071099141,0.0717949198,0.072955965,0.0651052288,0.0550356315,0.0696374111,0.0651998436,0.0695815918,0.0598144048,0.051108736,0.0616506475,0.0477989863,0.0512680729,0.0217722208,0.0355355929,0.0260603936,0.0192966912,,,,,,,,,,,,,,,,,,,,,
0.1432868093,0.1272110968,0.1139729,0.1080980604,0.0917744853,0.0699189419,0.0676045429,0.0702973965,0.0623959856,0.0532392452,0.0635871487,0.0695548252,0.0694098389,0.066444524,0.0587433286,0.0581590184,0.0489107018,0.0555281469,0.0287664986,0.0516955752,0.0351786636,0.0215802525,,,,,,,,,,,,,,,,,,,,,
0.1497453493,0.1297422267,0.1185469668,0.1005485071,0.0895550292,0.0765629789,0.065577143,0.0665178262,0.0667520659,0.0588946135,0.0596681934,0.0681735298,0.0629796979,0.0666384111,0.0647467566,0.0607714329,0.0513770661,0.0555615102,0.0413718997,0.0479330971,0.0377924504,0.0253267624,,,,,,,,,,,,,,,,,,,,,
0.1546838851,0.140518061,0.1247486229,0.0984198084,0.0825667207,0.0755914098,0.0774690833,0.0613251298,0.0675947931,0.0645444578,0.0652287503,0.0724508132,0.0538760011,0.0650683395,0.0724374052,0.0677277146,0.0513085612,0.0574699158,0.0436233832,0.045416488,0.0516716958,0.0271415165,0.0153446476,,,,,,,,,,,,,,,,,,,,
0.1652044518,0.1388347694,0.1294179207,0.0914725357,0.0839216496,0.0760393355,0.0777373999,0.0626172672,0.0702706428,0.0622832485,0.0687523761,0.0698683098,0.0613368668,0.0667349279,0.064419579,0.0758694804,0.0603183152,0.0582409356,0.0452063867,0.0412830931,0.0533056315,0.0306394997,0.0167693742,,,,,,,,,,,,,,,,,,,,
0.1695090911,0.1367697116,0.133252838,0.1020281518,0.0958442352,0.074058659,0.0787817157,0.0653345087,0.0716807163,0.0637532031,0.0699818698,0.0735622851,0.0721399878,0.0676254368,0.0635976701,0.068263675,0.0605901306,0.0528398719,0.0416475246,0.0383915447,0.0495182013,0.02816017,0.0201503246,0.0137886282,,,,,,,,,,,,,,,,,,,
0.1654805689,0.1383198076,0.1304560143,0.1100759254,0.1068942043,0.0757465869,0.0788369143,0.0708431255,0.0808135428,0.0665083528,0.0709635375,0.0728158772,0.0784917976,0.064443832,0.0637471423,0.0570815919,0.0582166044,0.0513573196,0.0373240496,0.0338859083,0.0367406215,0.0246464055,0.0265667542,0.0184588747,,,,,,,,,,,,,,,,,,,
0.1686115565,0.149369095,0.1348202461,0.116973181,0.1065731856,0.0821692567,0.0859445436,0.0695410671,0.0804070953,0.0728884722,0.0784815937,0.0800029948,0.0743748168,0.0709223649,0.0714099905,0.0615405317,0.063547988,0.048902248,0.0498812829,0.0466117608,0.0381855333,0.0364771918,0.0283702252,0.0208941136,,,,,,,,,,,,,,,,,,,
0.1580999381,0.1463171592,0.1328159236,0.1027190142,0.1073065462,0.0912740362,0.0895682812,0.0638785739,0.0765925049,0.0759076516,0.0745924848,0.0768608102,0.0661611948,0.065536551,0.0712124488,0.0669972401,0.0632471532,0.0540171942,0.0560742802,0.04372212,0.0382435399,0.0611189621,0.0318701318,0.0264286614,0.0179217756,,,,,,,,,,,,,,,,,,
0.1708103059,0.148981893,0.1369918961,0.1054559165,0.0982411943,0.0977459765,0.0899253207,0.0645697731,0.0785734329,0.077630103,0.0719984964,0.0800354495,0.0674459231,0.075240914,0.072888009,0.0707898623,0.0703724449,0.0646520823,0.0553182118,0.0407289764,0.0382701948,0.0543536839,0.0329762006,0.0246431147,0.0187160019,,,,,,,,,,,,,,,,,,
0.165664218,0.158522933,0.1381866121,0.1244081776,0.1071997976,0.0910466898,0.0837432865,0.0662816475,0.0808994312,0.0765416427,0.0752632511,0.0747066203,0.0722700262,0.0821908201,0.0725052894,0.0657573811,0.0635836978,0.0635227812,0.0432136078,0.0476096437,0.040795172,0.0372166874,0.0370416119,0.0246688352,0.0187136671,0.0145155539,,,,,,,,,,,,,,,,,
0.1700919665,0.1666073954,0.1439797983,0.1210528183,0.1081044761,0.0884829539,0.0812897386,0.070489831,0.0812292153,0.0755079284,0.0838271639,0.0707118722,0.0713268623,0.0874131963,0.0727297141,0.0779421451,0.0670253445,0.0594499762,0.0468305798,0.0559875431,0.0441816138,0.032426364,0.032815236,0.0265329516,0.0152418431,0.0204750741,,,,,,,,,,,,,,,,,
0.1798063921,0.1787835914,0.1485797238,0.1084066265,0.1211262209,0.0947766477,0.0894916617,0.0842907556,0.0770455778,0.0776620787,0.0829712766,0.0697994231,0.0680091823,0.07361243,0.0727360983,0.078282693,0.0646131414,0.0599328249,0.0534563825,0.0577030569,0.0374345651,0.0465308716,0.0432970049,0.0267323993,0.0151326018,0.0211254788,,,,,,,,,,,,,,,,,
0.1987500321,0.1743669131,0.1461449353,0.0983854248,0.1211398137,0.0967837667,0.094221695,0.0883510852,0.0747732539,0.0791773801,0.0779228184,0.0755949136,0.0709671197,0.0693356423,0.0677917434,0.074254998,0.0798781475,0.0603971369,0.0544867307,0.0553727007,0.0375343325,0.0441329004,0.0444249215,0.0312147653,0.0175123792,0.0180201246,0.0139454359,,,,,,,,,,,,,,,,
0.2061081029,0.1664825311,0.1461805105,0.1185023,0.1239385416,0.1007185872,0.1005802635,0.0817091995,0.0687990082,0.0798493123,0.0790868515,0.0803045475,0.0744118599,0.0798891488,0.0654717144,0.0720651663,0.0726038141,0.0656807946,0.0522317359,0.0563750529,0.046596877,0.0384063947,0.0417076754,0.0343085556,0.0229800421,0.0176134512,0.0154839605,,,,,,,,,,,,,,,,
0.2018578007,0.1558928868,0.1483846268,0.1301975427,0.1302213531,0.0961071844,0.0998996084,0.0779934674,0.0695581809,0.0747712268,0.0826051453,0.082962945,0.0769223839,0.0812623436,0.0764446798,0.0808626699,0.0727707526,0.0708213558,0.0519932918,0.0557851019,0.0539345913,0.0425334697,0.0349187478,0.0346405971,0.0272818268,0.0170387768,0.0207328695,0.0193619998,,,,,,,,,,,,,,,
0.1908895509,0.1609961336,0.1605319577,0.1385675935,0.1238705022,0.0936280226,0.0946456411,0.0921776441,0.0757805867,0.0783688084,0.0829425392,0.0748462614,0.0767364503,0.0742294269,0.0858031342,0.0743814411,0.0692475356,0.0656014278,0.0531657583,0.0597048555,0.0543132145,0.0456065651,0.038057801,0.0277114661,0.0197548716,0.0259053441,0.0184790865,0.0194347086,,,,,,,,,,,,,,,
0.1914539516,0.1705536681,0.1676628882,0.141589845,0.1319394477,0.1010641755,0.0986072947,0.1035182377,0.0829527322,0.0804172592,0.0883485432,0.0746120746,0.0749404751,0.0657602931,0.0867858825,0.0745517664,0.0718439089,0.0606872637,0.0541169126,0.0567056368,0.0482107224,0.0459710383,0.0429047651,0.0318431953,0.0193683554,0.0298399385,0.0151901562,0.0169047713,,,,,,,,,,,,,,,
0.1772187254,0.1709447337,0.1581462137,0.1407894696,0.1238618806,0.1145804292,0.1004640381,0.0967532164,0.0745574261,0.0790361234,0.0839911386,0.0739204425,0.0647414077,0.0662033334,0.0832995677,0.0684569819,0.0637658068,0.0631082662,0.0570260788,0.0498963914,0.0466347038,0.0394905172,0.0444799331,0.034108613,0.0291065723,0.0354728512,0.0184430741,0.0165701493,0.0172793233,,,,,,,,,,,,,,
0.1937853957,0.1693375355,0.1459910975,0.1401163228,0.1344188283,0.1172698318,0.1022954462,0.0936932129,0.0666335821,0.0756739158,0.0772657457,0.083132302,0.0687620236,0.073029406,0.0837448841,0.0692309124,0.0724231979,0.0611418687,0.0595111259,0.0557243623,0.0537397326,0.0451561118,0.0439695497,0.0422670256,0.0385739815,0.0266147086,0.0294214219,0.0169070831,0.0183072584,,,,,,,,,,,,,,
0.2007405374,0.166094528,0.1374689122,0.1428911511,0.1323251219,0.1220344541,0.1029077678,0.09031091,0.0735144585,0.0764334484,0.0725156428,0.0800863351,0.0734202436,0.0824132098,0.0834639891,0.0725234953,0.0769360025,0.066827229,0.0594039795,0.0593230395,0.0633333594,0.0453115571,0.0450280642,0.0503306309,0.0355661264,0.0238907336,0.0340966837,0.0178218818,0.0155916458,0.012123811,,,,,,,,,,,,,
0.200912267,0.1744681793,0.1482335941,0.1485441978,0.1363414594,0.1226653402,0.1064198194,0.0850219639,0.0828036486,0.0765782378,0.0722495868,0.0778404876,0.0790580981,0.0850302285,0.0755567522,0.0816172871,0.0688945455,0.0713626159,0.0607550118,0.056736217,0.0611839734,0.0535599847,0.039795655,0.0515545242,0.035708252,0.0242503559,0.0283970988,0.0197402559,0.0147358528,0.0126466102,,,,,,,,,,,,,
0.2059613908,0.1894968384,0.1592418957,0.152535215,0.1340720075,0.1224339522,0.1064434445,0.0828860067,0.0871137798,0.083813061,0.0861304891,0.0781595901,0.0790521575,0.084115686,0.0693248511,0.0830074453,0.0626030405,0.0716245713,0.0597517046,0.057836518,0.0540412813,0.0584875604,0.0429574719,0.0459074444,0.0392581691,0.0309517337,0.0263293672,0.0219547125,0.0207416389,0.0154380376,,,,,,,,,,,,,
0.229176424,0.1899518077,0.1728506134,0.155156883,0.1390994867,0.1203963417,0.1095568986,0.0889644431,0.0836378766,0.0898682071,0.0879771275,0.0876609863,0.0768442314,0.0863947077,0.0673185555,0.080337956,0.0640425141,0.0650780056,0.0663483165,0.0633932063,0.0490166854,0.0588826123,0.0460402698,0.0473834524,0.0415842929,0.0361893539,0.0177305026,0.0250830572,0.0237375883,0.0136565684,0.0151558715,,,,,,,,,,,,
0.2201804768,0.1884555745,0.1733797807,0.1495970612,0.1454690648,0.113831212,0.1103399901,0.094257673,0.086667254,0.0897253373,0.0899368719,0.0899994525,0.0688861354,0.0817070236,0.0779238637,0.0766109611,0.0669784333,0.0644190383,0.0692094231,0.0736084147,0.0536146741,0.0488159238,0.055095528,0.0442616837,0.0445084201,0.0337544127,0.0215508388,0.0261997194,0.0208466419,0.0151371166,0.0153908531,,,,,,,,,,,,
0.2126149979,0.1905546011,0.1810704663,0.1560001042,0.1491668658,0.1165843886,0.1125577673,0.1020202161,0.0906026308,0.0862646489,0.0852060471,0.0858459936,0.070749694,0.0735288895,0.0851250788,0.0736141288,0.0614421216,0.0657320896,0.072562734,0.0730554316,0.0690561414,0.0520277624,0.05374514,0.0480128949,0.0461995446,0.038102793,0.0322077314,0.0250480952,0.0147571367,0.0202500519,0.0162700503,0.0159361916,,,,,,,,,,,
0.2081826266,0.2009744421,0.1827673346,0.1591382709,0.147340333,0.1249306439,0.1183403621,0.0998451189,0.0916072085,0.0955566983,0.0866639502,0.0823480945,0.0722673681,0.0741517362,0.0783879702,0.067480982,0.0646806863,0.067400245,0.0624303281,0.0653282633,0.0749660085,0.0549827385,0.0566373256,0.0476849916,0.0465018898,0.0401809746,0.0372781795,0.0262924995,0.0204910677,0.0226157573,0.0177515381,0.0129243404,,,,,,,,,,,
0.2019268862,0.2046537126,0.1783871097,0.1584278386,0.1492028902,0.1286953143,0.1140542357,0.0948374752,0.0877092443,0.0971679857,0.0797856506,0.0849045089,0.0722947419,0.0779963282,0.0747821311,0.0671550352,0.0684606661,0.0760815853,0.0633557897,0.0558641817,0.071819714,0.0581918591,0.052905375,0.051560725,0.0469275282,0.042517459,0.0269897255,0.0244765756,0.0212943333,0.0196348546,0.0173433367,0.0143592687,,,,,,,,,,,
0.198161756,0.1987104593,0.1759007241,0.1610341793,0.1479742212,0.1306381072,0.1100431884,0.0995910894,0.0884829689,0.0950930503,0.0845875672,0.0848072737,0.0740451222,0.0787967519,0.0766317408,0.0640880803,0.0741244376,0.0773727041,0.0630943559,0.0637545227,0.0591482644,0.0579801,0.052558492,0.0476456323,0.0488052902,0.0415362342,0.0269075496,0.0257347367,0.0284739596,0.019972077,0.0157505705,0.0172759769,0.0106909005,,,,,,,,,,
0.2153047547,0.1838279121,0.1773411213,0.1662010347,0.1510162199,0.1299224283,0.111228685,0.1053972808,0.0869178804,0.0898009953,0.090620843,0.0786394389,0.0785390756,0.0770749796,0.0725756352,0.0725373049,0.0702052465,0.0708064622,0.0752629952,0.0669578004,0.051103395,0.0563453196,0.0506808358,0.0490328716,0.0481058878,0.0360096469,0.031880038,0.0284585523,0.0372264355,0.0287162492,0.0177339479,0.0181498401,0.0100701839,,,,,,,,,,
0.2144862038,0.187681429,0.1848084327,0.1648723097,0.1425468785,0.1235545627,0.1208923696,0.1000862931,0.0876400226,0.0931588801,0.0873622531,0.0804685884,0.071701671,0.074800781,0.0681005114,0.0772994043,0.0656409369,0.0633386266,0.0649141472,0.0651205714,0.0466129982,0.0558479644,0.048524539,0.0524416998,0.0505565109,0.0348444173,0.0333976323,0.0331776483,0.0457161917,0.0313758733,0.020035887,0.0180276583,0.0131829207,0.0128339978,,,,,,,,,
0.2001543531,0.1957270851,0.1796685772,0.1605482075,0.1501056348,0.1119361288,0.1219954156,0.0908706869,0.0855734949,0.0876627258,0.0790086352,0.077345805,0.0692253073,0.0755234749,0.068018645,0.0809705799,0.060370363,0.0616694217,0.0587065784,0.055062354,0.0508616561,0.0540200281,0.0468717287,0.0509307613,0.0491619452,0.0396778797,0.0378083047,0.0332983877,0.0328536773,0.0266634562,0.0198770979,0.0191914221,0.0164409723,0.0150181263,,,,,,,,,
0.1983298713,0.1982146351,0.1717567415,0.1548105747,0.1508946295,0.1187471334,0.1236063153,0.099032381,0.0938076836,0.0901668801,0.0759916092,0.0790332267,0.078005792,0.0779382249,0.0660692643,0.0737160623,0.0628110456,0.059025543,0.0503369973,0.0469194155,0.0533867417,0.0551318945,0.0440495884,0.0468631525,0.0501063935,0.0421436187,0.0432218173,0.032399138,0.0219285473,0.0171543635,0.0243256761,0.0196202452,0.0152244447,0.0150427071,,,,,,,,,
0.2065732037,0.1944843961,0.16557328,0.1785204414,0.1692202455,0.1419241642,0.1321870463,0.1056622925,0.1010289441,0.0928952403,0.0785261938,0.0747133034,0.0810281516,0.0811736912,0.0701061163,0.0727966745,0.0683473729,0.0630910386,0.0623575807,0.0542575289,0.0606054312,0.053427657,0.0516247095,0.0490195626,0.045984194,0.0475833431,0.0406864588,0.0408112456,0.0217420114,0.0269611754,0.0257313255,0.023829598,0.0144972988,0.0131655338,0.0084732132,,,,,,,,
0.198901845,0.1906129949,0.1610592089,0.1647994815,0.1600901994,0.1528817262,0.1305750281,0.1078609848,0.1080986872,0.0930939719,0.0760140038,0.0823101657,0.0779787809,0.0716113804,0.0727249078,0.0676238259,0.0689759,0.0614535665,0.0664632278,0.0576724341,0.0596542074,0.0506524234,0.0589962379,0.0589908249,0.0433044106,0.0446994955,0.045733237,0.0424555017,0.033000605,0.0311487955,0.0228839624,0.0236537036,0.0198905212,0.0144126143,0.0104980688,,,,,,,,
0.189313197,0.1851407607,0.1603074874,0.1605822605,0.1630694291,0.1440620678,0.1372765864,0.1068556327,0.1037590648,0.0884552825,0.0757626467,0.0854319349,0.0733040813,0.0712381277,0.0789489986,0.0655232396,0.0656667764,0.061666879,0.0692434726,0.0648497982,0.0651234632,0.0574446441,0.0618671957,0.0575228501,0.0423892062,0.0481360087,0.0498984501,0.0398169482,0.0384175338,0.0356429772,0.0212230083,0.0209083967,0.0262180874,0.0160661541,0.0168627279,0.0136894077,,,,,,,
0.1939943281,0.1987254998,0.154847863,0.146327806,0.1545734611,0.1318278335,0.1327155946,0.1124753406,0.0937387415,0.08832702,0.0707603021,0.0868064689,0.0729806038,0.0762217229,0.0747331229,0.0662319851,0.0664587826,0.0657331845,0.0614028402,0.0659255041,0.0627744145,0.0562565315,0.0586312645,0.0522274292,0.0444453808,0.0427798794,0.0453268955,0.0375024308,0.0410837323,0.0286831059,0.0259569205,0.0213200597,0.0247285362,0.0181397223,0.0210627694,0.0122044027,,,,,,,
0.2031522799,0.1949517293,0.1529614525,0.1457937819,0.1562842796,0.1235949536,0.1240485715,0.1053217709,0.0886796851,0.0828497693,0.0707833737,0.0841337255,0.0659817576,0.0739400112,0.0751963928,0.0635869037,0.0634793056,0.0687215625,0.0584680058,0.0655094919,0.0587774396,0.0608197167,0.0491683576,0.0472053501,0.0495090657,0.0445095017,0.0382360796,0.0405072281,0.0360576585,0.0294697867,0.0221509257,0.0270332384,0.0190471381,0.0183730046,0.0197305444,0.0114823569,,,,,,,
0.2063521245,0.1944356521,0.1670089043,0.1477300413,0.1557082895,0.1291955243,0.1193680365,0.0973650921,0.0922442297,0.0870319437,0.0742730517,0.0817027639,0.0683578278,0.0674138516,0.0726593141,0.0653541213,0.0629973353,0.0653963745,0.0516337456,0.0567127366,0.048961449,0.0607488339,0.052186421,0.0510717025,0.0534758264,0.0479360799,0.0454247303,0.0409337724,0.0378390478,0.0310391908,0.0204409108,0.0270441644,0.017203251,0.021370345,0.0157861727,0.0119702435,0.0113101597,,,,,,
0.1939130517,0.1850040355,0.1732117447,0.1526723924,0.1702075772,0.1322974418,0.125827685,0.0990476949,0.1025009761,0.0863193447,0.0833272637,0.0783040864,0.0717551291,0.0658941993,0.0683711724,0.0672714482,0.0587801221,0.0616853724,0.0597846257,0.0547535626,0.0524171057,0.0648432216,0.053391352,0.0559191699,0.0529309607,0.0492900343,0.0538214356,0.0443978397,0.0388144722,0.0320228165,0.0237172331,0.0252173463,0.0204739965,0.0220211475,0.0132079025,0.0134196601,0.0108915519,,,,,,
0.1857600528,0.1846523606,0.1742377484,0.1608768546,0.1673519064,0.1438390465,0.1310984089,0.1141057601,0.101589572,0.0939380347,0.0809756054,0.074465874,0.0662470784,0.0684990135,0.0582993522,0.068941353,0.0557453444,0.0602937518,0.0640373781,0.0506919934,0.0552256671,0.0571490565,0.0569515911,0.0574693359,0.0520631831,0.0461732203,0.0490351043,0.0475204712,0.0410756182,0.0292991605,0.0312837672,0.0294369212,0.0182770119,0.0203125761,0.0174603055,0.0137111022,0.0125728117,0.0097948411,,,,,
0.1948358767,0.1887021784,0.172678409,0.1547285864,0.155756522,0.1441929072,0.1335718087,0.1199228976,0.0996907703,0.0999211388,0.0786401324,0.0778131529,0.063291431,0.0701226122,0.0623664069,0.0691537939,0.053730667,0.0647233555,0.0686497972,0.0529497586,0.0552089825,0.0533909223,0.0504208853,0.0547557428,0.0502653053,0.0441808771,0.0407469009,0.0451826238,0.0386700497,0.0282977629,0.033018897,0.0367252063,0.0105154039,0.0197023824,0.0196106028,0.0128258479,0.0131905545,0.0103173517,,,,,
0.1936401376,0.174578609,0.1655907983,0.1546437433,0.1339224253,0.1518634721,0.1345344609,0.1153767741,0.0894150042,0.0994846449,0.074411377,0.0816695006,0.06694989,0.0640901144,0.0658002317,0.0667019602,0.0532229529,0.0700622659,0.0545337513,0.0603669021,0.0577633698,0.0432573071,0.0541447796,0.0557886504,0.0447695052,0.0496536809,0.0383598628,0.0410674872,0.0398039764,0.0351395028,0.031045447,0.0282158777,0.0133249558,0.0200132941,0.0181307682,0.0120627771,0.0145384509,0.0096093584,,,,,
0.188833654,0.1671825757,0.1551295315,0.1496816,0.1411362431,0.1510043762,0.1317355054,0.1146584664,0.095221782,0.0957554822,0.0769434033,0.0798862162,0.0768966256,0.0648375973,0.0756843418,0.0631343869,0.051702718,0.067196141,0.056559539,0.0655456768,0.0601821273,0.0464773192,0.0509310611,0.0525777637,0.0460017009,0.0504380612,0.0431128671,0.0457360651,0.0470154671,0.0396183251,0.0307776689,0.0216453015,0.0222178389,0.0205741833,0.0186105316,0.0151810888,0.0137943232,0.0098285496,0.010071919,,,,
0.1890066235,0.1645026535,0.1654053216,0.1496371104,0.1601984715,0.1428865465,0.1300483744,0.1205251705,0.1057645146,0.0987463513,0.0783768432,0.0793076474,0.0718157095,0.0663584268,0.0761866553,0.0577364656,0.0551084419,0.0537097489,0.0549355607,0.0622079084,0.066084244,0.054144742,0.052293707,0.0539786176,0.0498367487,0.0504113355,0.0433108277,0.0542296237,0.0471878016,0.0423013097,0.0308090151,0.0245862307,0.0289687518,0.019765783,0.0203129369,0.0163351672,0.0155001702,0.0102883971,0.0096948366,,,,
0.199572494,0.1839236828,0.1694983263,0.1486195753,0.1686666148,0.1311415432,0.1308161232,0.1193370593,0.1048408034,0.1004212812,0.0764351019,0.0762993166,0.059102336,0.0698942612,0.0707606282,0.0569701047,0.05895531,0.0522221102,0.0514902379,0.0531459732,0.0635003937,0.0582277219,0.0538106442,0.0487840254,0.0516164414,0.0405682316,0.042705829,0.0518057896,0.0393104966,0.0353258679,0.0312808061,0.0295633345,0.0211841275,0.0292245288,0.0190788642,0.0171561424,0.0146024729,0.0107968688,0.0097837393,0.0098889671,,,
0.2016347303,0.184639524,0.1702542222,0.1516028805,0.1671690714,0.1413265224,0.1311882067,0.1204963986,0.1062308551,0.098128413,0.0773042916,0.0763373571,0.0615458429,0.065896605,0.0664788155,0.0520681237,0.0681139278,0.0623844805,0.0558386707,0.0512476092,0.0550226975,0.0620288971,0.0575337234,0.0548349133,0.0541303583,0.0369732102,0.0435076209,0.0474529917,0.0361594752,0.0300258007,0.0326818772,0.0300870522,0.0173605292,0.0226014283,0.014801543,0.0159629227,0.0141974325,0.01141248,0.0097118504,0.0100953838,,,
0.2038478501,0.1866236346,0.1588848731,0.1577690125,0.1551865203,0.1385997758,0.1309570418,0.1166170956,0.1062498063,0.0888072946,0.0853196099,0.0726480577,0.0770986982,0.0719676332,0.0707278432,0.0568121493,0.067370786,0.0696340128,0.0597507493,0.0549732898,0.0473117634,0.06050934,0.052266422,0.0500999335,0.057745811,0.0373419343,0.0580598551,0.0473082085,0.0408613309,0.0254405464,0.0356067873,0.0283941118,0.0236126558,0.0227400039,0.0151210286,0.0167275671,0.0127746088,0.0116352644,0.0082933539,0.0100796525,,,
0.2089659273,0.1780291624,0.158363555,0.1549098434,0.148936879,0.1346109827,0.1277728807,0.1133902633,0.1025614384,0.0927580362,0.0870477084,0.0752875199,0.0800183618,0.0674119988,0.0820495321,0.0606036756,0.068867301,0.0643961181,0.0542521887,0.0599884188,0.0525404462,0.0524015328,0.0430967934,0.0543589281,0.0554087894,0.046395484,0.0552449453,0.0461415297,0.0391345959,0.0324132778,0.0284985034,0.0267978525,0.0303243786,0.0247751463,0.0143663594,0.0171625889,0.0162628407,0.0111965503,0.0085568973,0.0085979374,0.0052698044,,
