  1.6112340e+001	 -1.3999468e+001	
  1.6985940e+001	 -1.4102657e+001	
  1.7843940e+001	 -1.4119580e+001	
  1.8736980e+001	 -1.4102657e+001	
  1.9602840e+001	 -1.4102657e+001	
  2.0472600e+001	 -1.4136915e+001	
  2.1353880e+001	 -1.4136915e+001	
  2.2221600e+001	 -1.4136915e+001	
  2.3095320e+001	 -1.4154251e+001	
  2.3968860e+001	 -1.4154251e+001	
  2.4840600e+001	 -1.4102657e+001	
  2.5723740e+001	 -1.4067985e+001	
  2.6583840e+001	 -1.4119580e+001	
  2.7465240e+001	 -1.4016391e+001	
  2.8340700e+001	 -1.3964796e+001	
  2.9198700e+001	 -1.4051062e+001	
  3.0093840e+001	 -1.4067985e+001	
  3.0961620e+001	 -1.4085321e+001	
  3.1823340e+001	 -1.4136915e+001	
  3.2708700e+001	 -1.4119580e+001	
  3.3578580e+001	 -1.3999468e+001	
  3.4452120e+001	 -1.3999468e+001	
  3.5327580e+001	 -1.3947873e+001	
  3.6191580e+001	 -1.3930537e+001	
  3.7082700e+001	 -1.3930537e+001	
  3.7940580e+001	 -1.3964796e+001	
  3.8820120e+001	 -1.3896278e+001	
  3.9701460e+001	 -1.3758418e+001	
  4.0553700e+001	 -1.3724159e+001	
  4.1450580e+001	 -1.3724159e+001	
  4.2318360e+001	 -1.3483522e+001	
  4.3184100e+001	 -1.3431927e+001	
  4.4067600e+001	 -1.3448850e+001	
  4.4933340e+001	 -1.3397256e+001	
  4.5812700e+001	 -1.3190877e+001	
  4.6682580e+001	 -1.2623337e+001	
  4.7550240e+001	 -1.1729306e+001	
  4.8439380e+001	 -1.0404770e+001	
  4.9297320e+001	 -8.4957704e+000	
  5.0178840e+001	 -5.8644466e+000	
  5.1058320e+001	 -3.2847176e+000	
  5.1910440e+001	  6.8930219e-002	
  5.2805460e+001	  4.6435123e+000	
  5.3677200e+001	  9.3043606e+000	
  5.4540840e+001	  1.4257440e+001	
  5.5422600e+001	  1.9949768e+001	
  5.6290080e+001	  2.5247086e+001	
  5.7167580e+001	  3.1094196e+001	
  5.8039260e+001	  3.6047277e+001	
  5.8908960e+001	  4.1293003e+001	
  5.9794380e+001	  4.5901843e+001	
  6.0654240e+001	  5.0253123e+001	
  6.1539480e+001	  5.4707593e+001	
  6.2411340e+001	  5.9282175e+001	
  6.3271080e+001	  6.3891427e+001	
  6.4164360e+001	  6.8035917e+001	
  6.5031840e+001	  7.1441159e+001	
  6.5895960e+001	  7.5397019e+001	
  6.6777240e+001	  7.9197685e+001	
  6.7648860e+001	  8.2190168e+001	
  6.8524500e+001	  8.5836047e+001	
  6.9394200e+001	  9.0273182e+001	
  7.0265820e+001	  9.3025031e+001	
  7.1153100e+001	  9.5381045e+001	
  7.2012840e+001	  9.8081299e+001	
  7.2894360e+001	  1.0231206e+002	
  7.3769940e+001	  1.0475434e+002	
  7.4628000e+001	  1.0607846e+002	
  7.5522960e+001	  1.0795320e+002	
  7.6388700e+001	  1.1058452e+002	
  7.7254620e+001	  1.1273416e+002	
  7.8138000e+001	  1.1655216e+002	
  7.9003860e+001	  1.2166002e+002	
  7.9881240e+001	  1.2164269e+002	
  8.0754720e+001	  1.2202119e+002	
  8.1622560e+001	  1.2308734e+002	
  8.2509840e+001	  1.2415390e+002	
  8.3369880e+001	  1.2582185e+002	
  8.4247320e+001	  1.2790297e+002	
  8.5124940e+001	  1.2963985e+002	
  8.5984980e+001	  1.3488557e+002	
  8.6877960e+001	  1.5259944e+002	
  8.7743700e+001	  1.5130957e+002	
  8.8613580e+001	  1.4461961e+002	
  8.9493000e+001	  1.4246998e+002	
  9.0362700e+001	  1.4166139e+002	
  9.1242060e+001	  1.4040619e+002	
  9.2109720e+001	  1.3995876e+002	
  9.2977740e+001	  1.4126597e+002	
  9.3868860e+001	  1.4040619e+002	
  9.4722960e+001	  1.4078428e+002	
  9.5606220e+001	  1.4200563e+002	
  9.6487560e+001	  1.4252157e+002	
  9.7337820e+001	  1.4410367e+002	
  9.8235000e+001	  1.4654595e+002	
  9.9102480e+001	  1.4496344e+002	
  9.9966360e+001	  1.4479173e+002	
  1.0085370e+002	  1.4487759e+002	
  1.0171758e+002	  1.4568576e+002	
  1.0259484e+002	  1.4222893e+002	
  1.0346658e+002	  1.4014822e+002	
  1.0433448e+002	  1.4274487e+002	
  1.0522746e+002	  1.3954601e+002	
  1.0607958e+002	  1.3445548e+002	
  1.0696500e+002	  1.3252915e+002	
  1.0864800e+002	  1.3197894e+002	
  1.0980234e+002	  1.3419751e+002	
  1.1067972e+002	  1.3148033e+002	
  1.1153772e+002	  1.2807509e+002	
  1.1243094e+002	  1.2640673e+002	
  1.1329860e+002	  1.2406763e+002	
  1.1416434e+002	  1.1971677e+002	
  1.1504574e+002	  1.1438519e+002	
  1.1591748e+002	  1.1146163e+002	
  1.1679294e+002	  1.1156482e+002	
  1.1766072e+002	  1.0879564e+002	
  1.1853246e+002	  1.0587208e+002	
  1.1942148e+002	  1.0606113e+002	
  1.2027570e+002	  1.0365352e+002	
  1.2116100e+002	  1.0011082e+002	
  1.2203862e+002	  9.6688246e+001	
  1.2289260e+002	  9.4005328e+001	
  1.2378948e+002	  9.0153071e+001	
  1.2465348e+002	  8.7383886e+001	
  1.2552120e+002	  8.5406368e+001	
  1.2640644e+002	  8.2723450e+001	
  1.2727422e+002	  7.9489914e+001	
  1.2814986e+002	  7.6342645e+001	
  1.2901746e+002	  7.4588428e+001	
  1.2989112e+002	  7.2610914e+001	
  1.3077846e+002	  6.9841729e+001	
  1.3163448e+002	  6.6814983e+001	
  1.3251774e+002	  6.4424297e+001	
  1.3339320e+002	  6.5783090e+001	
  1.3425132e+002	  6.7984322e+001	
  1.3514232e+002	  6.3117508e+001	
  1.3601022e+002	  5.8628782e+001	
  1.3687782e+002	  5.6186501e+001	
