   2.1608453e-02	   1.2687307e-02	   2.4634408e-03	   2.0485924e-03	   9.3899237e-04	   6.7069199e-04	   4.9764266e+00	   2.9218867e+00	   5.6733041e-01	   4.7179083e-01	   2.1624994e-01	   1.5446036e-01	   1.0929920e+00	   6.4174540e-01	   1.2460500e-01	   1.0362126e-01	   4.7495820e-02	   3.3924734e-02	   2.2761825e-02	   3.0368799e-02	   1.4847195e-02	   1.6028156e-02	   1.8947157e+00	   1.9770000e+00	
   2.0776710e-02	   1.2120685e-02	   2.1657554e-03	   1.7238863e-03	   7.9532543e-04	   5.5499951e-04	   4.7848762e+00	   2.7913937e+00	   4.9877348e-01	   3.9701102e-01	   1.8316345e-01	   1.2781639e-01	   1.1947504e+00	   6.9699164e-01	   1.2454028e-01	   9.9130899e-02	   4.5734642e-02	   3.1914865e-02	   2.3436252e-02	   3.0718694e-02	   1.4066178e-02	   1.5262138e-02	   2.0127386e+00	   1.7390000e+00	
   2.0212891e-02	   1.1820557e-02	   1.9875394e-03	   1.5776184e-03	   7.6667731e-04	   5.5067007e-04	   4.6550288e+00	   2.7222743e+00	   4.5773033e-01	   3.6332552e-01	   1.7656579e-01	   1.2681932e-01	   1.1806595e+00	   6.9045310e-01	   1.1609459e-01	   9.2150608e-02	   4.4782553e-02	   3.2165308e-02	   2.4239345e-02	   3.1774538e-02	   1.4321808e-02	   1.4970047e-02	   2.1225410e+00	   1.7120000e+00	
   1.9011133e-02	   1.1020932e-02	   1.9263758e-03	   1.4709963e-03	   6.9836118e-04	   4.7694979e-04	   4.3782640e+00	   2.5381207e+00	   4.4364434e-01	   3.3877045e-01	   1.6083258e-01	   1.0984154e-01	   1.1599227e+00	   6.7241808e-01	   1.1753360e-01	   8.9749623e-02	   4.2608980e-02	   2.9100048e-02	   2.4087680e-02	   3.2632027e-02	   1.4587200e-02	   1.5666157e-02	   2.0829631e+00	   1.6390000e+00	
   1.8345703e-02	   1.0795146e-02	   1.7597175e-03	   1.3815857e-03	   5.7366457e-04	   3.5733945e-04	   4.2250154e+00	   2.4861222e+00	   4.0526294e-01	   3.1817918e-01	   1.3211495e-01	   8.2295276e-02	   1.1416119e+00	   6.7175770e-01	   1.0950327e-01	   8.5972972e-02	   3.5697858e-02	   2.2236431e-02	   2.4195859e-02	   3.1131532e-02	   1.6626334e-02	   1.8693574e-02	   1.6653600e+00	   1.6070000e+00	
   1.7589552e-02	   1.0085725e-02	   1.5938908e-03	   1.2628069e-03	   5.8792337e-04	   3.7620768e-04	   4.0508739e+00	   2.3227424e+00	   3.6707306e-01	   2.9082443e-01	   1.3539875e-01	   8.6640628e-02	   1.1160883e+00	   6.3995716e-01	   1.0113520e-01	   8.0127341e-02	   3.7304782e-02	   2.3871045e-02	   2.4800789e-02	   3.2816067e-02	   1.5276723e-02	   1.6500870e-02	   1.9887477e+00	   1.5760000e+00	
   1.8179966e-02	   1.0764353e-02	   1.7869404e-03	   1.3976823e-03	   5.8610550e-04	   3.3560705e-04	   4.1868462e+00	   2.4790305e+00	   4.1153237e-01	   3.2188624e-01	   1.3498010e-01	   7.7290303e-02	   1.1355382e+00	   6.7235185e-01	   1.1161402e-01	   8.7300583e-02	   3.6608713e-02	   2.0962339e-02	   2.4197908e-02	   3.1367823e-02	   1.7178283e-02	   1.9248618e-02	   1.6296142e+00	   1.6010000e+00	
   1.8292491e-02	   1.0772610e-02	   1.7319368e-03	   1.3170884e-03	   5.3825442e-04	   3.2526716e-04	   4.2127607e+00	   2.4809321e+00	   3.9886504e-01	   3.0332546e-01	   1.2395999e-01	   7.4909026e-02	   1.1347699e+00	   6.6827606e-01	   1.0744025e-01	   8.1705236e-02	   3.3390472e-02	   2.0177863e-02	   2.5339980e-02	   3.1607117e-02	   1.9290343e-02	   1.9678520e-02	   1.6061735e+00	   1.6120000e+00	
   1.8985835e-02	   1.1155056e-02	   1.8959909e-03	   1.4808247e-03	   6.5478374e-04	   3.9156962e-04	   4.3724378e+00	   2.5690094e+00	   4.3664670e-01	   3.4103392e-01	   1.5079669e-01	   9.0178483e-02	   1.1576729e+00	   6.8018634e-01	   1.1560920e-01	   9.0294188e-02	   3.9925838e-02	   2.3876196e-02	   2.4027398e-02	   3.0687452e-02	   1.7111978e-02	   1.8322008e-02	   1.6748957e+00	   1.6400000e+00	
   1.8309382e-02	   1.0704624e-02	   2.0230085e-03	   1.6475787e-03	   7.9245073e-04	   5.8105292e-04	   4.2166506e+00	   2.4652748e+00	   4.6589886e-01	   3.7943737e-01	   1.8250140e-01	   1.3381649e-01	   1.1789686e+00	   6.8928678e-01	   1.3026455e-01	   1.0609006e-01	   5.1027091e-02	   3.7414869e-02	   2.2563793e-02	   3.0337593e-02	   1.2618688e-02	   1.3737086e-02	   2.2084446e+00	   1.5530000e+00	
