   2.4000000e+02	   0.0000000e+00	   2.3641377e-01	   3.1197651e-01	
   2.4500000e+02	   0.0000000e+00	   2.8950001e-01	   2.4716173e-01	
   2.5000000e+02	   0.0000000e+00	   3.1565251e-01	   2.3390373e-01	
   2.5500000e+02	   0.0000000e+00	   3.3581524e-01	   2.3860671e-01	
   2.6000000e+02	   4.6344161e-03	   3.4405061e-01	   2.4987412e-01	
   2.6500000e+02	   1.6022922e-02	   3.3658828e-01	   2.6525875e-01	
   2.7000000e+02	   6.0982665e-02	   3.0078882e-01	   2.8352613e-01	
   2.7500000e+02	   1.7946493e-01	   1.9326060e-01	   2.9499342e-01	
   2.8000000e+02	   2.2996569e-01	   1.3507946e-01	   2.9206978e-01	
   2.8500000e+02	   2.4440854e-01	   1.1012489e-01	   2.6940792e-01	
   2.9000000e+02	   2.4261181e-01	   1.0316871e-01	   2.3682739e-01	
   2.9500000e+02	   2.3836781e-01	   1.0416841e-01	   1.9773443e-01	
   3.0000000e+02	   2.3473929e-01	   1.0869007e-01	   1.7714924e-01	
   3.0500000e+02	   2.3146637e-01	   1.1354494e-01	   1.7871668e-01	
   3.1000000e+02	   2.2641848e-01	   1.1770980e-01	   1.7585232e-01	
   3.1500000e+02	   2.1951764e-01	   1.2096254e-01	   1.7292063e-01	
   3.2000000e+02	   2.1201929e-01	   1.2498771e-01	   1.4922044e-01	
   3.2500000e+02	   2.0527962e-01	   1.2783486e-01	   1.2598004e-01	
   3.3000000e+02	   1.9918685e-01	   1.3085434e-01	   8.9665356e-02	
   3.3500000e+02	   1.9423200e-01	   1.3154446e-01	   6.3331293e-02	
   3.4000000e+02	   1.8893866e-01	   1.3023814e-01	   3.9098306e-02	
   3.4500000e+02	   1.8326258e-01	   1.2623989e-01	   2.4210246e-02	
   3.5000000e+02	   1.7809440e-01	   1.2075238e-01	   1.2862940e-02	
   3.5500000e+02	   1.7403770e-01	   1.1433925e-01	   6.4186526e-03	
   3.6000000e+02	   1.7214624e-01	   1.0841797e-01	   1.2924597e-03	
   3.6500000e+02	   1.7054468e-01	   1.0189203e-01	   0.0000000e+00	
   3.7000000e+02	   1.6758031e-01	   9.3588275e-02	   0.0000000e+00	
   3.7500000e+02	   1.6427884e-01	   8.5177297e-02	   0.0000000e+00	
   3.8000000e+02	   1.6028562e-01	   7.5761746e-02	   0.0000000e+00	
   3.8500000e+02	   1.5662784e-01	   6.7136403e-02	   0.0000000e+00	
   3.9000000e+02	   1.5318808e-01	   5.8420476e-02	   0.0000000e+00	
   3.9500000e+02	   1.4988766e-01	   5.1328673e-02	   0.0000000e+00	
   4.0000000e+02	   1.4708151e-01	   4.4190966e-02	   0.0000000e+00	
