   2.9000000e+02	   0.0000000e+00	   0.0000000e+00	   4.5934785e-02	
   2.9200000e+02	   0.0000000e+00	   0.0000000e+00	   5.5754742e-02	
   2.9400000e+02	   0.0000000e+00	   0.0000000e+00	   5.9250792e-02	
   2.9600000e+02	   0.0000000e+00	   0.0000000e+00	   7.6962250e-02	
   2.9800000e+02	   0.0000000e+00	   0.0000000e+00	   8.2267094e-02	
   3.0000000e+02	   0.0000000e+00	   0.0000000e+00	   9.9906694e-02	
   3.0200000e+02	   0.0000000e+00	   0.0000000e+00	   1.0750300e-01	
   3.0400000e+02	   0.0000000e+00	   0.0000000e+00	   1.0947832e-01	
   3.0600000e+02	   0.0000000e+00	   0.0000000e+00	   1.2804304e-01	
   3.0800000e+02	   0.0000000e+00	   0.0000000e+00	   1.3254839e-01	
   3.1000000e+02	   0.0000000e+00	   0.0000000e+00	   1.4420042e-01	
   3.1200000e+02	   0.0000000e+00	   0.0000000e+00	   1.4826699e-01	
   3.1400000e+02	   0.0000000e+00	   0.0000000e+00	   1.5248426e-01	
   3.1600000e+02	   0.0000000e+00	   0.0000000e+00	   1.6431370e-01	
   3.1800000e+02	   0.0000000e+00	   0.0000000e+00	   1.6335002e-01	
   3.2000000e+02	   9.4823281e-04	   0.0000000e+00	   1.6819954e-01	
   3.2200000e+02	   1.1273823e-03	   0.0000000e+00	   1.6927011e-01	
   3.2400000e+02	   1.0776249e-03	   0.0000000e+00	   1.7122523e-01	
   3.2600000e+02	   2.2083709e-03	   0.0000000e+00	   1.7027377e-01	
   3.2800000e+02	   2.4659395e-03	   0.0000000e+00	   1.7020688e-01	
   3.3000000e+02	   2.5950514e-03	   6.7252951e-04	   1.6867629e-01	
   3.3200000e+02	   2.7245088e-03	   1.2163399e-03	   1.6691130e-01	
   3.3400000e+02	   3.0493594e-03	   9.8902131e-04	   1.6654714e-01	
   3.3600000e+02	   2.6741771e-03	   2.5512882e-03	   1.6103177e-01	
   3.3800000e+02	   3.2344589e-03	   1.9541699e-03	   1.6147517e-01	
   3.4000000e+02	   2.5541717e-03	   3.4589093e-03	   1.5556104e-01	
   3.4200000e+02	   3.2159309e-03	   3.3873392e-03	   1.5291784e-01	
   3.4400000e+02	   3.4193729e-03	   3.8456094e-03	   1.5121133e-01	
   3.4600000e+02	   2.9227099e-03	   5.2068032e-03	   1.4409167e-01	
   3.4800000e+02	   3.6037077e-03	   5.1382288e-03	   1.4127261e-01	
   3.5000000e+02	   3.2868243e-03	   6.2033510e-03	   1.3442984e-01	
   3.5200000e+02	   4.0307651e-03	   6.3500318e-03	   1.3573552e-01	
   3.5400000e+02	   4.9462941e-03	   7.2422596e-03	   1.3478403e-01	
   3.5600000e+02	   5.7407777e-03	   8.5239125e-03	   1.3029983e-01	
   3.5800000e+02	   7.1154986e-03	   8.8327487e-03	   1.2864407e-01	
   3.6000000e+02	   8.3766281e-03	   1.0288077e-02	   1.2401236e-01	
   3.6200000e+02	   9.5450780e-03	   1.1050101e-02	   1.2206916e-01	
   3.6400000e+02	   1.1046804e-02	   1.1626448e-02	   1.2186534e-01	
   3.6600000e+02	   1.3016371e-02	   1.3474376e-02	   1.1784898e-01	
   3.6800000e+02	   1.4639210e-02	   1.4125503e-02	   1.1817682e-01	
   3.7000000e+02	   1.7680435e-02	   1.5663846e-02	   1.1310182e-01	
   3.7200000e+02	   1.9353641e-02	   1.7298807e-02	   1.1329372e-01	
   3.7400000e+02	   2.1275859e-02	   1.9454897e-02	   1.1214425e-01	
   3.7600000e+02	   2.4744284e-02	   2.1886958e-02	   1.0811679e-01	
   3.7800000e+02	   2.6832893e-02	   2.4720653e-02	   1.0551947e-01	
   3.8000000e+02	   3.0906995e-02	   2.6615510e-02	   1.0155225e-01	
   3.8200000e+02	   3.3240814e-02	   2.9610655e-02	   1.0109488e-01	
   3.8400000e+02	   3.5850226e-02	   3.3176405e-02	   9.7649947e-02	
   3.8600000e+02	   3.9905571e-02	   3.5878855e-02	   9.4168110e-02	
   3.8800000e+02	   4.2754764e-02	   3.9046471e-02	   9.1112413e-02	
   3.9000000e+02	   4.4318179e-02	   4.2878435e-02	   9.0055721e-02	
   3.9200000e+02	   4.7091591e-02	   4.6226789e-02	   8.8449644e-02	
   3.9400000e+02	   4.9987850e-02	   5.0044223e-02	   8.4708897e-02	
   3.9600000e+02	   5.1789807e-02	   5.3933188e-02	   8.4060478e-02	
   3.9800000e+02	   5.3980671e-02	   5.8047523e-02	   8.1650311e-02	
   4.0000000e+02	   5.5544522e-02	   6.1742763e-02	   8.0983421e-02	
   4.0200000e+02	   5.8126155e-02	   6.5600818e-02	   7.7754033e-02	
   4.0400000e+02	   5.9931020e-02	   7.0291083e-02	   7.5215975e-02	
   4.0600000e+02	   6.1071269e-02	   7.4472929e-02	   7.4115232e-02	
   4.0800000e+02	   6.3138545e-02	   7.8622541e-02	   7.2216414e-02	
   4.1000000e+02	   6.4189518e-02	   8.3474136e-02	   6.9676902e-02	
   4.1200000e+02	   6.6457515e-02	   8.7207500e-02	   6.7903445e-02	
   4.1400000e+02	   6.8172757e-02	   9.2064764e-02	   6.5440241e-02	
   4.1600000e+02	   6.8763335e-02	   9.6112624e-02	   6.5697250e-02	
   4.1800000e+02	   7.0146725e-02	   9.9623536e-02	   6.2520709e-02	
   4.2000000e+02	   7.0821428e-02	   1.0311239e-01	   6.2210457e-02	
   4.2200000e+02	   7.2643673e-02	   1.0676486e-01	   5.9971113e-02	
   4.2400000e+02	   7.3808598e-02	   1.1120545e-01	   5.7986130e-02	
   4.2600000e+02	   7.4365008e-02	   1.1444956e-01	   5.6305772e-02	
   4.2800000e+02	   7.5802554e-02	   1.1752382e-01	   5.4230094e-02	
   4.3000000e+02	   7.6008386e-02	   1.2053126e-01	   5.3912077e-02	
   4.3200000e+02	   7.7231861e-02	   1.2347277e-01	   5.2145809e-02	
   4.3400000e+02	   7.8548468e-02	   1.2606702e-01	   4.9248994e-02	
   4.3600000e+02	   7.8925134e-02	   1.2897416e-01	   4.7631702e-02	
   4.3800000e+02	   7.9953455e-02	   1.3169227e-01	   4.5312766e-02	
   4.4000000e+02	   8.0048866e-02	   1.3432513e-01	   4.4429123e-02	
   4.4200000e+02	   8.1697629e-02	   1.3578104e-01	   4.1794971e-02	
   4.4400000e+02	   8.2495346e-02	   1.3835130e-01	   4.0290609e-02	
   4.4600000e+02	   8.3883181e-02	   1.3992996e-01	   3.8498143e-02	
   4.4800000e+02	   8.4904346e-02	   1.4218123e-01	   3.5462651e-02	
   4.5000000e+02	   8.5819958e-02	   1.4358309e-01	   3.3900445e-02	
   4.5200000e+02	   8.7364864e-02	   1.4512870e-01	   2.7762622e-02	
   4.5400000e+02	   8.8335147e-02	   1.4665441e-01	   2.5711080e-02	
   4.5600000e+02	   8.9396567e-02	   1.4741910e-01	   2.3897614e-02	
