   181191.8064490125 	    13542.8129787935 	     4412.4147063080 	     1134.0290416443 	       19.7131070433 	     4329.2316663565 	    19946.2704196082 	     2305.2699269750 	     1701.1544210099 	      916.2795627405 	       24.8146764972 	    -1932.6265396050 	       46.9073338217 	        2.7614248215 	        0.9330888186 	        0.2008817155 	        0.0034530926 	        0.1323514599 	       50.6031206383 	        8.8881058265 	        8.6736388181 	        1.7959160683 	        0.0426681540 	       15.5505603510 	
     3759.9581586017 	      516.2032148338 	      563.5946706134 	      152.7445469822 	       -6.0648931925 	     2922.2738097899 	    17531.9878548814 	     3141.0370304666 	     2788.1211651696 	      989.5419146420 	       36.0839706286 	    13395.6029130137 	       17.5536014047 	        3.6583072227 	        1.6520919386 	        0.3229604252 	        0.0108816674 	       -1.0304913961 	       43.2932658976 	        9.3221941446 	       13.3937818120 	        4.7864433247 	        0.1065705613 	       29.2697176106 	
     3111.7079518181 	      327.9630276729 	      457.0540156963 	       70.4694823851 	      -32.4982453653 	     3995.4236360220 	    14644.8074976909 	     2062.0307738131 	     4026.3508130734 	     2232.1986667577 	      -26.4075004327 	    13469.8947543188 	       11.8564135657 	        1.6897148539 	        0.9407406521 	        0.1864518945 	        0.0034317702 	       -0.8387579596 	       47.0321833248 	       12.4963224891 	       14.0778052746 	        3.2102431721 	        0.0686354049 	       57.0406969277 	
     2909.0238341340 	      178.2095559357 	      258.4260968638 	      175.5001247662 	       12.6920782288 	     4022.4628635567 	    14327.1272713552 	     2866.0384857537 	     7460.3369248210 	     4747.5537278434 	       88.6283706356 	    16572.2294042108 	        9.1806078742 	        1.5631152160 	        0.8313507915 	        0.1783228669 	        0.0022758775 	       -3.0171880378 	       59.8863287190 	       11.2558641993 	       12.7744283282 	        3.9028122280 	        0.1045408539 	        8.8883341676 	
     2387.3016492413 	      314.5972034452 	      624.6411849058 	      350.1756868438 	       17.0101554246 	     3722.5986484269 	    13511.7923194395 	     4946.2282535790 	    14545.4765409613 	     9717.2068992070 	      322.9010300901 	   -12567.9967297668 	        7.4511032491 	        1.2328971481 	        0.7714441546 	        0.1672403564 	       -0.0000983260 	       -2.1671629482 	       54.1286793480 	       10.6546313427 	       11.8697197152 	        3.7592717729 	        0.0784992457 	       30.0849382466 	
   181191.8064490125 	    13542.8129787935 	     4412.4147063080 	     1134.0290416443 	       19.7131070433 	     4329.2316663565 	    19946.2704196082 	     2305.2699269750 	     1701.1544210099 	      916.2795627405 	       24.8146764972 	    -1932.6265396050 	       46.9073338217 	        2.7614248215 	        0.9330888186 	        0.2008817155 	        0.0034530926 	        0.1323514599 	       50.6031206383 	        8.8881058265 	        8.6736388181 	        1.7959160683 	        0.0426681540 	       15.5505603510 	
     3759.9581586017 	      516.2032148338 	      563.5946706134 	      152.7445469822 	       -6.0648931925 	     2922.2738097899 	    17531.9878548814 	     3141.0370304666 	     2788.1211651696 	      989.5419146420 	       36.0839706286 	    13395.6029130137 	       17.5536014047 	        3.6583072227 	        1.6520919386 	        0.3229604252 	        0.0108816674 	       -1.0304913961 	       43.2932658976 	        9.3221941446 	       13.3937818120 	        4.7864433247 	        0.1065705613 	       29.2697176106 	
     3111.7079518181 	      327.9630276729 	      457.0540156963 	       70.4694823851 	      -32.4982453653 	     3995.4236360220 	    14644.8074976909 	     2062.0307738131 	     4026.3508130734 	     2232.1986667577 	      -26.4075004327 	    13469.8947543188 	       11.8564135657 	        1.6897148539 	        0.9407406521 	        0.1864518945 	        0.0034317702 	       -0.8387579596 	       47.0321833248 	       12.4963224891 	       14.0778052746 	        3.2102431721 	        0.0686354049 	       57.0406969277 	
     2909.0238341340 	      178.2095559357 	      258.4260968638 	      175.5001247662 	       12.6920782288 	     4022.4628635567 	    14327.1272713552 	     2866.0384857537 	     7460.3369248210 	     4747.5537278434 	       88.6283706356 	    16572.2294042108 	        9.1806078742 	        1.5631152160 	        0.8313507915 	        0.1783228669 	        0.0022758775 	       -3.0171880378 	       59.8863287190 	       11.2558641993 	       12.7744283282 	        3.9028122280 	        0.1045408539 	        8.8883341676 	
     2387.3016492413 	      314.5972034452 	      624.6411849058 	      350.1756868438 	       17.0101554246 	     3722.5986484269 	    13511.7923194395 	     4946.2282535790 	    14545.4765409613 	     9717.2068992070 	      322.9010300901 	   -12567.9967297668 	        7.4511032491 	        1.2328971481 	        0.7714441546 	        0.1672403564 	       -0.0000983260 	       -2.1671629482 	       54.1286793480 	       10.6546313427 	       11.8697197152 	        3.7592717729 	        0.0784992457 	       30.0849382466 	
