     8884.9196543537 	    32140.1133024373 	    99858.1017203984 	    34943.8173135841 	    14845.6645358390 	     1471.2418757895 	     8322.9512850177 	      722.4451936816 	     3443.3744913013 	    11444.4809183591 	     4179.4862545579 	     2096.9044058423 	      404.1235215493 	      253.1655031428 	        0.5004915988 	       12.4522884772 	       30.1108395511 	        4.3733923890 	        1.4398583265 	        0.2863975499 	        0.9067995431 	        3.1713494622 	       20.5043292894 	       23.7994546910 	        4.3065143454 	        7.1460723863 	        2.5180504101 	       22.6713504735 	
      231.8081572434 	      893.1920035280 	     2054.1273404665 	      488.6762930288 	      544.3677002167 	      180.3419432153 	     3436.1257369111 	      728.6326921994 	     3890.7993384195 	     9994.0093808016 	     2685.5672117790 	     3139.1423518396 	      915.4251393176 	    16113.8817979449 	        0.1812737954 	        4.3855951921 	       10.8807421467 	        2.9679124985 	        2.5680612959 	        0.4862115534 	        0.3315576020 	        0.6922135546 	       14.2341928425 	       25.2928800911 	        4.9479536190 	        7.5717239384 	        3.4634947873 	       43.0535092191 	
      186.6859567202 	      709.5413989033 	     1777.3457704560 	      361.6593603591 	      342.0698837113 	      135.6072584030 	     4348.9291312231 	      795.9754803733 	     3235.8963047227 	     8488.6618185452 	     1975.1100982867 	     2046.7151728057 	      912.2850285046 	    18681.1382519631 	        0.1218094152 	        2.9298044024 	        7.6325257544 	        1.5095221552 	        1.1689095269 	        0.2911535643 	       -0.0839244757 	        0.4215257494 	       15.0635622932 	       28.0130489481 	        6.4671452276 	        9.6950392289 	        3.5027405312 	       69.7438618803 	
      151.6785479455 	      754.9296061406 	     1619.8534924258 	      294.1017429183 	      187.1602374549 	       61.2998657189 	     4403.8910688768 	      699.2429356727 	     3227.3766042506 	     8242.4395679853 	     2073.5774316332 	     2899.5601880012 	     1514.5265832885 	    27172.3035694705 	       -0.0440138001 	        2.3282855196 	        5.9474404832 	        1.2750525360 	        1.0999832699 	        0.2588781186 	       -2.3298306786 	       -0.4908584090 	       18.9671091262 	       37.4457167150 	        6.3016263465 	        8.7172630453 	        3.2957588882 	       21.2904595265 	
      139.5454129513 	      603.8953162366 	     1328.2560313320 	      255.4871910814 	      332.2490923018 	      152.4693630167 	     4552.5426618931 	      918.9854471047 	     2899.2428086150 	     7510.3640650510 	     2318.8009047879 	     5047.7627939051 	     2984.2478157048 	     8701.5527303857 	        0.0026588914 	        1.8945219416 	        4.7927981445 	        0.9997655826 	        0.8957334573 	        0.2171026518 	       -1.5101163572 	        0.0223478520 	       17.8321810258 	       32.7592398707 	        5.4879024974 	        8.4760397975 	        3.0908208669 	       41.6258997207 	
     8884.9196543537 	    32140.1133024373 	    99858.1017203984 	    34943.8173135841 	    14845.6645358390 	     1471.2418757895 	     8322.9512850177 	      722.4451936816 	     3443.3744913013 	    11444.4809183591 	     4179.4862545579 	     2096.9044058423 	      404.1235215493 	      253.1655031428 	        0.5004915988 	       12.4522884772 	       30.1108395511 	        4.3733923890 	        1.4398583265 	        0.2863975499 	        0.9067995431 	        3.1713494622 	       20.5043292894 	       23.7994546910 	        4.3065143454 	        7.1460723863 	        2.5180504101 	       22.6713504735 	
      231.8081572434 	      893.1920035280 	     2054.1273404665 	      488.6762930288 	      544.3677002167 	      180.3419432153 	     3436.1257369111 	      728.6326921994 	     3890.7993384195 	     9994.0093808016 	     2685.5672117790 	     3139.1423518396 	      915.4251393176 	    16113.8817979449 	        0.1812737954 	        4.3855951921 	       10.8807421467 	        2.9679124985 	        2.5680612959 	        0.4862115534 	        0.3315576020 	        0.6922135546 	       14.2341928425 	       25.2928800911 	        4.9479536190 	        7.5717239384 	        3.4634947873 	       43.0535092191 	
      186.6859567202 	      709.5413989033 	     1777.3457704560 	      361.6593603591 	      342.0698837113 	      135.6072584030 	     4348.9291312231 	      795.9754803733 	     3235.8963047227 	     8488.6618185452 	     1975.1100982867 	     2046.7151728057 	      912.2850285046 	    18681.1382519631 	        0.1218094152 	        2.9298044024 	        7.6325257544 	        1.5095221552 	        1.1689095269 	        0.2911535643 	       -0.0839244757 	        0.4215257494 	       15.0635622932 	       28.0130489481 	        6.4671452276 	        9.6950392289 	        3.5027405312 	       69.7438618803 	
      151.6785479455 	      754.9296061406 	     1619.8534924258 	      294.1017429183 	      187.1602374549 	       61.2998657189 	     4403.8910688768 	      699.2429356727 	     3227.3766042506 	     8242.4395679853 	     2073.5774316332 	     2899.5601880012 	     1514.5265832885 	    27172.3035694705 	       -0.0440138001 	        2.3282855196 	        5.9474404832 	        1.2750525360 	        1.0999832699 	        0.2588781186 	       -2.3298306786 	       -0.4908584090 	       18.9671091262 	       37.4457167150 	        6.3016263465 	        8.7172630453 	        3.2957588882 	       21.2904595265 	
      139.5454129513 	      603.8953162366 	     1328.2560313320 	      255.4871910814 	      332.2490923018 	      152.4693630167 	     4552.5426618931 	      918.9854471047 	     2899.2428086150 	     7510.3640650510 	     2318.8009047879 	     5047.7627939051 	     2984.2478157048 	     8701.5527303857 	        0.0026588914 	        1.8945219416 	        4.7927981445 	        0.9997655826 	        0.8957334573 	        0.2171026518 	       -1.5101163572 	        0.0223478520 	       17.8321810258 	       32.7592398707 	        5.4879024974 	        8.4760397975 	        3.0908208669 	       41.6258997207 	
     8884.9196543537 	    32140.1133024373 	    99858.1017203984 	    34943.8173135841 	    14845.6645358390 	     1471.2418757895 	     8322.9512850177 	      722.4451936816 	     3443.3744913013 	    11444.4809183591 	     4179.4862545579 	     2096.9044058423 	      404.1235215493 	      253.1655031428 	        0.5004915988 	       12.4522884772 	       30.1108395511 	        4.3733923890 	        1.4398583265 	        0.2863975499 	        0.9067995431 	        3.1713494622 	       20.5043292894 	       23.7994546910 	        4.3065143454 	        7.1460723863 	        2.5180504101 	       22.6713504735 	
      231.8081572434 	      893.1920035280 	     2054.1273404665 	      488.6762930288 	      544.3677002167 	      180.3419432153 	     3436.1257369111 	      728.6326921994 	     3890.7993384195 	     9994.0093808016 	     2685.5672117790 	     3139.1423518396 	      915.4251393176 	    16113.8817979449 	        0.1812737954 	        4.3855951921 	       10.8807421467 	        2.9679124985 	        2.5680612959 	        0.4862115534 	        0.3315576020 	        0.6922135546 	       14.2341928425 	       25.2928800911 	        4.9479536190 	        7.5717239384 	        3.4634947873 	       43.0535092191 	
      186.6859567202 	      709.5413989033 	     1777.3457704560 	      361.6593603591 	      342.0698837113 	      135.6072584030 	     4348.9291312231 	      795.9754803733 	     3235.8963047227 	     8488.6618185452 	     1975.1100982867 	     2046.7151728057 	      912.2850285046 	    18681.1382519631 	        0.1218094152 	        2.9298044024 	        7.6325257544 	        1.5095221552 	        1.1689095269 	        0.2911535643 	       -0.0839244757 	        0.4215257494 	       15.0635622932 	       28.0130489481 	        6.4671452276 	        9.6950392289 	        3.5027405312 	       69.7438618803 	
      151.6785479455 	      754.9296061406 	     1619.8534924258 	      294.1017429183 	      187.1602374549 	       61.2998657189 	     4403.8910688768 	      699.2429356727 	     3227.3766042506 	     8242.4395679853 	     2073.5774316332 	     2899.5601880012 	     1514.5265832885 	    27172.3035694705 	       -0.0440138001 	        2.3282855196 	        5.9474404832 	        1.2750525360 	        1.0999832699 	        0.2588781186 	       -2.3298306786 	       -0.4908584090 	       18.9671091262 	       37.4457167150 	        6.3016263465 	        8.7172630453 	        3.2957588882 	       21.2904595265 	
      139.5454129513 	      603.8953162366 	     1328.2560313320 	      255.4871910814 	      332.2490923018 	      152.4693630167 	     4552.5426618931 	      918.9854471047 	     2899.2428086150 	     7510.3640650510 	     2318.8009047879 	     5047.7627939051 	     2984.2478157048 	     8701.5527303857 	        0.0026588914 	        1.8945219416 	        4.7927981445 	        0.9997655826 	        0.8957334573 	        0.2171026518 	       -1.5101163572 	        0.0223478520 	       17.8321810258 	       32.7592398707 	        5.4879024974 	        8.4760397975 	        3.0908208669 	       41.6258997207 	
     8884.9196543537 	    32140.1133024373 	    99858.1017203984 	    34943.8173135841 	    14845.6645358390 	     1471.2418757895 	     8322.9512850177 	      722.4451936816 	     3443.3744913013 	    11444.4809183591 	     4179.4862545579 	     2096.9044058423 	      404.1235215493 	      253.1655031428 	        0.5004915988 	       12.4522884772 	       30.1108395511 	        4.3733923890 	        1.4398583265 	        0.2863975499 	        0.9067995431 	        3.1713494622 	       20.5043292894 	       23.7994546910 	        4.3065143454 	        7.1460723863 	        2.5180504101 	       22.6713504735 	
