      -16.6732073756 	       28.3644836627 	       64.4237805956 	      -21.4980021704 	     -131.6104086149 	      -94.7235992136 	     1554.7768748481 	       39.5405304332 	      318.8826653820 	      992.3753342138 	      274.8006383767 	      758.7342117832 	      455.1388240084 	     9329.4668193944 	       -0.0036749881 	        0.1691822298 	        0.3895912275 	        0.0411051878 	        0.0430686582 	        0.0143000693 	       -0.8609645762 	       -5.6266423774 	        0.0461343779 	       10.6426210169 	        1.3109158048 	        2.0992086405 	        2.1490867442 	       56.5699426891 	
        1.4719238257 	       43.8491126960 	      170.3887132916 	       47.3141364624 	       28.2984033897 	      -14.2109693002 	     1718.2180052592 	       33.2387822475 	      195.8331303604 	      889.1554844532 	      282.4126686116 	      636.0636280241 	      249.5556029134 	     6650.8174921727 	       -0.0060470655 	        0.0607002516 	        0.1700671751 	        0.0367139893 	        0.0236124333 	       -0.0119722433 	       -0.8022977816 	       -4.7006638709 	        0.7501556211 	       16.6346404634 	        3.5701887407 	       -1.3814198673 	       -1.4106436381 	      -40.3766004670 	
      -10.1471370749 	        8.9106118472 	       28.4431739717 	        0.5443163234 	      -26.2273706704 	      -11.9211752482 	     3249.5143859453 	        7.4972933080 	      115.8361969095 	      392.7280902780 	      175.5261056074 	      547.5106604584 	      348.3852527921 	    10826.0686727279 	       -0.0027956947 	        0.0456073609 	        0.0778265750 	        0.0149667605 	        0.0182251589 	        0.0046933983 	       -0.3412638687 	       -6.9376313626 	       -2.4618260040 	       -2.5626192135 	       -2.5378335940 	       -7.3964037065 	       -3.6209599629 	      -86.9266045686 	
      -11.7089614177 	       66.6400556501 	      157.5291357355 	        3.9124454743 	      -95.1802931926 	      -97.9790333957 	      -82.5570850201 	       85.6379008471 	      515.4494765419 	     1485.5247046008 	      410.5282286773 	     1005.8027579190 	      536.9588038545 	    -1133.4142604294 	       -0.0086526509 	        0.2875991520 	        0.6009057302 	        0.0878691040 	        0.0609409352 	        0.0132180314 	       -2.2505283216 	       -3.6225847817 	        1.0457232937 	        7.1525248043 	        0.0379958978 	        1.4933211223 	        0.1645111471 	     -128.2462047779 	
        5.6541236499 	      131.1536895521 	      374.7101968289 	       92.6029402519 	      112.2649526737 	       18.8635794050 	     1733.8422343439 	       87.0580939276 	      654.2265100397 	     2235.4927701045 	      699.4159705764 	     1381.9016539327 	      742.9942334614 	     3050.6203538155 	       -0.0218239100 	        0.3331583909 	        0.8434328561 	        0.1361689693 	        0.0818494151 	        0.0153222744 	       -2.0049735173 	       -4.3034807959 	        0.9244594245 	        9.2128691979 	        0.8772051367 	       -0.0546492084 	       -0.1084109722 	     -127.2785268082 	
      -43.3195955500 	       25.9113127346 	      157.1808173892 	      -13.0912735194 	     -224.6706600222 	     -180.5265424199 	     -306.0045385509 	       72.1470072388 	      442.5807588302 	     1812.9237511140 	      613.5877808208 	     1292.8827954101 	      666.7382420316 	    -8407.0636815109 	       -0.0239820998 	        0.2027432548 	        0.5954024922 	        0.1373769387 	        0.0739659366 	        0.0133335847 	       -2.6811184007 	       -4.9802857558 	       -0.1894429827 	        6.9137290533 	        1.7237340832 	        2.0168434146 	        1.2543293091 	      -64.2562015643 	
      182.3479521548 	     1093.8699540660 	     4224.8796597672 	     1927.6662003012 	     1594.2229774228 	      198.8102817096 	     4833.3951715884 	      726.1543534171 	     5515.3645535519 	    19136.0981972045 	    10939.4933461590 	    10032.4048566358 	     2116.0100756933 	    30411.0781984837 	        0.1217579684 	        2.7333442225 	        8.3485707301 	        1.4711068681 	        0.8583120168 	        0.2367365949 	        1.4240418375 	        1.2199848021 	       19.3216864910 	       72.1305797318 	       23.1633946974 	       85.7253733132 	       59.5329648802 	      699.2195432410 	
       50.7346383754 	      451.7389075730 	     1514.5435632828 	      451.0945264723 	      230.0145017581 	       37.9255768410 	     2788.2044533104 	      367.8438548298 	     2352.7754465229 	     8808.8380005716 	     3113.7914285594 	     2735.1989242553 	     1214.5458235937 	    10677.8593746584 	        0.0192066374 	        0.9159214589 	        2.6008440932 	        0.3874820086 	        0.1281633715 	        0.0181868983 	       -0.8329658855 	       -8.7376708437 	        4.0255807113 	       29.5704367268 	        3.8550123928 	        7.9671501516 	        5.6865795921 	       98.6038384639 	
      225.1305306083 	     1549.4961255666 	     5117.3306659866 	     1464.6616250999 	      454.9398436304 	      134.4339004307 	     1746.8086679922 	     1109.6604075268 	     5828.9381354814 	    17238.4068714175 	     8535.2981211724 	     4424.2318025952 	     2115.9150014506 	     9387.8421361526 	        0.0888250535 	        3.0522307268 	        8.9621669443 	        1.2152891761 	        0.3788996704 	        0.0595160213 	       -0.3379820025 	       -3.8628867364 	       16.2256231160 	       57.0513634133 	        7.6130771606 	       10.9520762267 	        8.2514603663 	       20.3847174060 	
       91.1172186606 	      402.3648029474 	     1358.9257451058 	      358.6854959016 	      129.5494931169 	       12.3435727548 	     1298.1151096706 	      166.0209107504 	     1573.2702785269 	     6288.8528148083 	     1374.1015611462 	       47.6205818854 	       -0.6950964291 	       15.2879584615 	        0.0222558368 	        0.8567699280 	        2.2697622205 	        0.3023284480 	        0.0993148424 	        0.0118674489 	       -0.6313151094 	       -4.2738956664 	        4.1682993340 	       19.8870129111 	        2.1674365303 	        1.9648856589 	        1.9359673358 	      -77.5210712955 	
