   1.0585281e+00	   7.5890650e-01	   2.7177068e-01	
   8.8450697e-01	   9.0270139e-01	   8.5138827e-02	
   1.1629319e+00	   7.5853162e-01	   1.6954587e+00	
   1.2286260e+00	   6.6040875e-01	   1.7422159e-01	
   9.6993947e-01	   1.0284655e+00	   2.9456407e-01	
   1.0358970e+00	   1.0193093e+00	   1.8652039e-01	
   1.0129423e+00	   7.8048680e-01	   6.4509899e-02	
   1.0978437e+00	   7.5752066e-01	   1.7197660e+00	
   9.1515137e-01	   7.7524988e-01	   1.4213408e-01	
   9.9694982e-01	   8.1067931e-01	   4.5116689e-02	
   8.6581495e-01	   6.9245742e-01	   1.6887021e-01	
   9.4456099e-01	   7.4822998e-01	   7.2725220e-04	
   8.1929032e-01	   5.7627896e-01	   5.7775110e-01	
   7.1265440e-01	   5.1182825e-01	   6.8747696e-01	
   1.1244676e+00	   6.8656284e-01	   1.5661455e-01	
   1.3278803e+00	   7.7430472e-01	   8.4292048e-02	
   9.9059885e-01	   8.1777301e-01	   4.0747327e-01	
   1.0137400e+00	   6.9520439e-01	   3.2742590e-02	
   1.2188194e+00	   7.2099595e-01	   1.9413056e-01	
   9.8540817e-01	   5.3697512e-01	   3.3426663e-01	
   1.0511763e+00	   4.4895960e-01	   2.4461945e+01	
   1.1248480e+00	   5.8689424e-01	   1.0277624e+01	
   1.1287735e+00	   5.9620726e-01	   9.8813427e+00	
   1.1425902e+00	   5.9652763e-01	   9.3992128e+00	
   1.1560179e+00	   6.4612554e-01	   7.4967834e+00	
   1.1441311e+00	   6.1676857e-01	   7.1567578e+00	
   1.1413030e+00	   6.3751300e-01	   8.8427964e+00	
   1.1494480e+00	   6.6380263e-01	   7.3327079e+00	
   1.1641299e+00	   6.9627895e-01	   7.0917097e+00	
   1.0171306e+00	   4.2498035e-01	   2.4197941e+01	
   1.0568701e+00	   4.6526693e-01	   1.5233954e+01	
   1.0513426e+00	   4.6114323e-01	   1.5677980e+01	
   1.1029330e+00	   4.8795792e-01	   1.3546403e+01	
   1.0993642e+00	   5.1952834e-01	   1.0933532e+01	
   1.0613437e+00	   4.7314709e-01	   1.5647103e+01	
   1.0713166e+00	   4.7276591e-01	   1.5643441e+01	
   1.0806708e+00	   5.0122867e-01	   1.2535682e+01	
   1.1136370e+00	   5.6022748e-01	   9.1262762e+00	
   1.3654131e+00	   7.8659214e-01	   2.7997228e+00	
   1.2369085e+00	   6.6064312e-01	   8.2550983e+00	
   1.4876644e+00	   7.5696394e-01	   3.0744217e+00	
   1.3783208e+00	   7.5528820e-01	   2.7574319e+00	
   1.3624408e+00	   7.7029041e-01	   3.2485044e+00	
   1.4081489e+00	   7.2623840e-01	   3.8907707e+00	
   1.3441762e+00	   7.4220438e-01	   3.5559426e+00	
   1.3999706e+00	   7.0322897e-01	   2.9582835e+00	
   1.3218864e+00	   7.1470073e-01	   4.7945244e+00	
   1.3489942e+00	   7.1091435e-01	   5.4800460e+00	
   1.3258841e+00	   6.6470528e-01	   5.5241022e+00	
   1.3814185e+00	   7.2991471e-01	   2.7710793e+00	
   1.1535343e+00	   6.0364930e-01	   7.9252214e+00	
   8.8551726e-01	   7.9064866e-01	   1.1125987e-01	
   1.1173698e+00	   9.8885795e-01	   7.7940614e-02	
   9.9163013e-01	   8.4431099e-01	   5.5813411e-02	
   1.0828479e+00	   8.6678002e-01	   5.4946900e-02	
   1.2094948e+00	   8.9145812e-01	   1.1715666e+00	
   1.2125653e+00	   8.6680394e-01	   1.1516472e+00	
   1.2164998e+00	   8.4812840e-01	   8.8359772e-01	
   1.2074228e+00	   8.5624521e-01	   9.9885489e-01	
   1.1881126e+00	   9.2685298e-01	   1.1450792e+00	
   1.2383923e+00	   8.8590963e-01	   1.1812442e+00	
   1.2191164e+00	   7.9050702e-01	   1.9835106e+00	
   1.2421304e+00	   9.1376700e-01	   1.0224349e+00	
   1.2219104e+00	   9.1056267e-01	   1.1322218e+00	
   1.0142895e+00	   5.1147057e-01	   6.8665733e+01	
   1.0190157e+00	   4.9051157e-01	   5.4041945e+00	
   1.1376792e+00	   6.7963762e-01	   3.8941469e-01	
   9.7714123e-01	   6.2249979e-01	   3.1609613e-01	
   1.3850151e+00	   9.4917231e-01	   3.1847408e-01	
   1.3728565e+00	   8.7054981e-01	   8.4756931e-02	
   9.8057526e-01	   6.4189077e-01	   2.5221436e-01	
   1.2329318e+00	   9.4814377e-01	   9.5461153e-01	
