  1.9000000e+002	  3.0597814e-001	  7.4841436e-001	  8.8841200e-001	  2.4956989e-001	  8.1924041e-001	  9.3143845e-001	  2.4408642e-001	  7.7859735e-001	  9.1624959e-001	  1.9670010e-001	  7.9993757e-001	  9.0808598e-001	  2.0690600e-001	  3.8689613e-001	  4.5353381e-001	  5.6338596e-001	  4.3248034e-001	  4.5218960e-001	  2.0152617e-001	  4.1730404e-001	  4.5727142e-001	  2.2928333e-001	  4.1248020e-001	  4.6733904e-001	
  1.9100000e+002	  2.8469737e-001	  6.6707436e-001	  7.9320908e-001	  2.3167928e-001	  7.3514605e-001	  8.3320824e-001	  2.2462781e-001	  6.9415855e-001	  8.1617181e-001	  1.7921972e-001	  7.1503862e-001	  8.1031434e-001	  2.0004479e-001	  3.7423786e-001	  4.3614213e-001	  5.3938484e-001	  4.2199612e-001	  4.3558629e-001	  1.9432863e-001	  4.0483475e-001	  4.4044002e-001	  2.2204765e-001	  4.0127325e-001	  4.4936450e-001	
  1.9200000e+002	  2.6550388e-001	  5.9550222e-001	  7.0930910e-001	  2.1555916e-001	  6.6096989e-001	  7.4655660e-001	  2.0678171e-001	  6.1971807e-001	  7.2783120e-001	  1.6339223e-001	  6.4005788e-001	  7.2406737e-001	  1.9287618e-001	  3.6015002e-001	  4.1889318e-001	  5.1601680e-001	  4.0984551e-001	  4.1910124e-001	  1.8692032e-001	  3.9094337e-001	  4.2384307e-001	  2.1447659e-001	  3.8854806e-001	  4.3174887e-001	
  1.9300000e+002	  2.4798711e-001	  5.3150113e-001	  6.3509003e-001	  2.0096715e-001	  5.9518576e-001	  6.6996876e-001	  1.9092989e-001	  5.5376021e-001	  6.5013615e-001	  1.4943679e-001	  5.7365704e-001	  6.4819749e-001	  1.8613927e-001	  3.4571075e-001	  4.0341282e-001	  4.9571244e-001	  3.9760129e-001	  4.0424919e-001	  1.8000460e-001	  3.7696203e-001	  4.0883700e-001	  2.0771694e-001	  3.7577025e-001	  4.1598908e-001	
  1.9400000e+002	  2.3288838e-001	  4.7875198e-001	  5.7415406e-001	  1.8841585e-001	  5.4094362e-001	  6.0725403e-001	  1.7701785e-001	  4.9951553e-001	  5.8647569e-001	  1.3732481e-001	  5.1903311e-001	  5.8577776e-001	  1.7995962e-001	  3.3214728e-001	  3.8923105e-001	  4.7661988e-001	  3.8589112e-001	  3.9060036e-001	  1.7368952e-001	  3.6394835e-001	  3.9507707e-001	  2.0144733e-001	  3.6386458e-001	  4.0162277e-001	
  1.9500000e+002	  2.1922032e-001	  4.3304650e-001	  5.2169339e-001	  1.7715963e-001	  4.9426063e-001	  5.5319452e-001	  1.6476393e-001	  4.5264228e-001	  5.3186639e-001	  1.2666019e-001	  4.7205528e-001	  5.3225374e-001	  1.7407592e-001	  3.1919098e-001	  3.7651332e-001	  4.5959171e-001	  3.7469292e-001	  3.7821325e-001	  1.6771857e-001	  3.5142819e-001	  3.8271459e-001	  1.9570684e-001	  3.5242383e-001	  3.8870668e-001	
  1.9600000e+002	  2.0693604e-001	  3.9425278e-001	  4.7732925e-001	  1.6707182e-001	  4.5456791e-001	  5.0751066e-001	  1.5376774e-001	  4.1289838e-001	  4.8581123e-001	  1.1720339e-001	  4.3221124e-001	  4.8707581e-001	  1.6850042e-001	  3.0695677e-001	  3.6505747e-001	  4.4374100e-001	  3.6419694e-001	  3.6708530e-001	  1.6219632e-001	  3.3976475e-001	  3.7150319e-001	  1.9022465e-001	  3.4173934e-001	  3.7713559e-001	
  1.9700000e+002	  1.9596561e-001	  3.6233044e-001	  4.4081879e-001	  1.5817197e-001	  4.2163849e-001	  4.6996419e-001	  1.4400546e-001	  3.8008690e-001	  4.4792334e-001	  1.0893774e-001	  3.9931933e-001	  4.4997819e-001	  1.6315206e-001	  2.9576222e-001	  3.5470819e-001	  4.2920844e-001	  3.5447280e-001	  3.5701434e-001	  1.5704314e-001	  3.2919121e-001	  3.6134275e-001	  1.8507481e-001	  3.3198595e-001	  3.6657556e-001	
  1.9800000e+002	  1.8626992e-001	  3.3547004e-001	  4.1022015e-001	  1.5037219e-001	  3.9403693e-001	  4.3856303e-001	  1.3556735e-001	  3.5266876e-001	  4.1641204e-001	  1.0182222e-001	  3.7176657e-001	  4.1914988e-001	  1.5832043e-001	  2.8575500e-001	  3.4554784e-001	  4.1586113e-001	  3.4568501e-001	  3.4814088e-001	  1.5245088e-001	  3.1966750e-001	  3.5240507e-001	  1.8046967e-001	  3.2326539e-001	  3.5741838e-001	
  1.9900000e+002	  1.7735211e-001	  3.1277784e-001	  3.8426908e-001	  1.4339701e-001	  3.7040488e-001	  4.1200161e-001	  1.2791363e-001	  3.2938131e-001	  3.8961172e-001	  9.5498244e-002	  3.4838374e-001	  3.9293385e-001	  1.5367762e-001	  2.7634875e-001	  3.3723164e-001	  4.0315660e-001	  3.3729712e-001	  3.3995883e-001	  1.4811389e-001	  3.1080707e-001	  3.4427500e-001	  1.7596976e-001	  3.1511895e-001	  3.4887203e-001	
