0.006569	0.100000	0.014125	0.017167	4.713895	0.259817	0.211727	0.227463	0.203186	0.218956	0.204388	0.211480	0.195296	0.211686	0.209710	0.208954	0.202740	0.202147	0.195561	0.205310	0.205316	0.198596	0.230365	0.333628	0.372503	0.082428	0.153547	0.043235	2.059637	12.031250	35.000000	97.779472
0.020865	0.100042	0.014292	0.017292	4.713928	0.259818	0.211728	0.227463	0.203186	0.218955	0.204389	0.211479	0.195295	0.211686	0.209710	0.208953	0.202740	0.202146	0.195561	0.205311	0.205317	0.198595	0.230364	0.333630	0.372506	0.082427	0.153612	0.043251	2.059636	12.010750	35.000000	97.789635
0.035750	0.100000	0.014292	0.017333	4.713972	0.259819	0.211729	0.227463	0.203185	0.218954	0.204389	0.211477	0.195294	0.211686	0.209711	0.208953	0.202740	0.202146	0.195561	0.205312	0.205317	0.198595	0.230365	0.333632	0.372509	0.082425	0.153608	0.043285	2.059634	12.000500	35.000000	97.764229
0.050179	0.100000	0.014292	0.017125	4.714000	0.259819	0.211728	0.227463	0.203186	0.218955	0.204389	0.211476	0.195293	0.211686	0.209711	0.208954	0.202740	0.202145	0.195561	0.205312	0.205317	0.198594	0.230366	0.333632	0.372510	0.082424	0.153496	0.043328	2.059632	11.972500	35.000000	97.779472
0.064644	0.099875	0.014250	0.017208	4.714015	0.259819	0.211729	0.227463	0.203186	0.218955	0.204388	0.211476	0.195292	0.211685	0.209710	0.208954	0.202739	0.202145	0.195561	0.205312	0.205316	0.198593	0.230367	0.333632	0.372512	0.082423	0.153343	0.043372	2.059631	11.938251	35.000000	97.728661
0.079331	0.100000	0.014292	0.017125	4.714010	0.259820	0.211730	0.227463	0.203186	0.218956	0.204388	0.211478	0.195292	0.211686	0.209708	0.208954	0.202739	0.202144	0.195560	0.205313	0.205316	0.198593	0.230367	0.333632	0.372515	0.082423	0.153205	0.043412	2.059630	12.004251	35.000000	97.764229
0.093794	0.100083	0.014167	0.017292	4.714007	0.259821	0.211730	0.227462	0.203186	0.218956	0.204389	0.211480	0.195293	0.211686	0.209707	0.208954	0.202739	0.202145	0.195560	0.205313	0.205316	0.198593	0.230368	0.333632	0.372515	0.082424	0.153130	0.043442	2.059631	11.991000	35.000000	97.774391
0.108421	0.099958	0.014417	0.017208	4.714016	0.259823	0.211730	0.227462	0.203187	0.218955	0.204391	0.211481	0.195293	0.211686	0.209706	0.208953	0.202738	0.202145	0.195560	0.205314	0.205316	0.198593	0.230368	0.333633	0.372517	0.082425	0.153130	0.043460	2.059630	11.977750	35.000000	97.779472
0.122948	0.099958	0.014333	0.017375	4.714030	0.259823	0.211730	0.227461	0.203188	0.218954	0.204391	0.211480	0.195293	0.211685	0.209706	0.208952	0.202737	0.202147	0.195560	0.205315	0.205317	0.198593	0.230370	0.333635	0.372518	0.082426	0.153149	0.043473	2.059631	11.992750	35.000000	97.733742
0.137375	0.100042	0.014292	0.017292	4.714027	0.259822	0.211729	0.227461	0.203188	0.218954	0.204390	0.211480	0.195294	0.211684	0.209705	0.208951	0.202737	0.202148	0.195560	0.205315	0.205318	0.198593	0.230372	0.333635	0.372520	0.082427	0.153140	0.043486	2.059631	12.002501	35.000000	97.774391
0.152296	0.100083	0.014292	0.017292	4.714019	0.259820	0.211729	0.227460	0.203188	0.218954	0.204389	0.211478	0.195295	0.211682	0.209703	0.208950	0.202736	0.202148	0.195560	0.205314	0.205318	0.198594	0.230373	0.333635	0.372521	0.082426	0.153096	0.043500	2.059633	11.973500	35.000000	97.743904
0.166529	0.100042	0.014167	0.017250	4.714001	0.259820	0.211730	0.227460	0.203189	0.218954	0.204388	0.211477	0.195295	0.211682	0.209703	0.208950	0.202735	0.202147	0.195560	0.205313	0.205318	0.198596	0.230374	0.333635	0.372521	0.082425	0.153041	0.043514	2.059634	12.003500	35.000000	97.759148
0.181285	0.100000	0.014375	0.017125	4.713986	0.259819	0.211730	0.227460	0.203189	0.218953	0.204387	0.211478	0.195296	0.211683	0.209703	0.208950	0.202735	0.202147	0.195560	0.205313	0.205318	0.198596	0.230374	0.333635	0.372521	0.082427	0.152962	0.043527	2.059636	12.013000	35.000000	97.784554
