0.016197	0.100633	0.013400	0.017450	1.570947	0.288758	0.215623	0.231761	0.204490	0.220534	0.205293	0.211855	0.195608	0.212012	0.210447	0.209861	0.203422	0.203363	0.196335	0.206465	0.206800	0.201553	0.230336	0.276467	0.383201	0.083431	0.184598	0.148251	2.059769	9.891901	35.000000	97.707314
0.052468	0.100567	0.013333	0.017417	1.569751	0.288929	0.215613	0.231759	0.204498	0.220537	0.205290	0.211852	0.195610	0.212011	0.210448	0.209861	0.203422	0.203364	0.196334	0.206466	0.206789	0.201567	0.230319	0.276489	0.383056	0.083431	0.184596	0.148236	2.059770	9.871699	35.000000	97.723572
0.088919	0.100683	0.013317	0.017550	1.569630	0.288870	0.215588	0.231757	0.204499	0.220541	0.205290	0.211850	0.195610	0.212011	0.210447	0.209861	0.203422	0.203363	0.196335	0.206466	0.206780	0.201586	0.230313	0.276533	0.382856	0.083438	0.184596	0.148294	2.059770	9.883401	35.000000	97.717484
0.125282	0.100633	0.013483	0.017500	1.569597	0.288805	0.215546	0.231752	0.204497	0.220544	0.205290	0.211849	0.195609	0.212011	0.210447	0.209860	0.203421	0.203360	0.196335	0.206466	0.206774	0.201601	0.230297	0.276537	0.382690	0.083439	0.184597	0.148362	2.059770	9.918001	35.000000	97.729660
0.161719	0.100600	0.013417	0.017517	1.570055	0.288807	0.215548	0.231755	0.204498	0.220546	0.205289	0.211850	0.195609	0.212010	0.210449	0.209861	0.203421	0.203360	0.196335	0.206469	0.206772	0.201614	0.230277	0.276546	0.382659	0.083434	0.184601	0.148428	2.059770	9.968599	35.000000	97.721542
0.208988	0.100633	0.013383	0.017600	1.570061	0.288849	0.215574	0.231777	0.204503	0.220547	0.205290	0.211847	0.195609	0.212009	0.210451	0.209861	0.203420	0.203361	0.196335	0.206473	0.206770	0.201601	0.230258	0.276556	0.382715	0.083432	0.184600	0.148543	2.059770	10.067201	35.000000	97.717461
0.252812	0.100617	0.013400	0.017533	1.570545	0.288892	0.215572	0.231780	0.204507	0.220545	0.205293	0.211848	0.195609	0.212009	0.210452	0.209859	0.203416	0.203363	0.196335	0.206474	0.206769	0.201594	0.230249	0.276539	0.382755	0.083430	0.184597	0.148712	2.059768	10.272099	35.000000	97.701218
0.289081	0.100683	0.013400	0.017483	1.571673	0.288751	0.215586	0.231800	0.204512	0.220545	0.205294	0.211852	0.195609	0.212008	0.210450	0.209857	0.203415	0.203363	0.196334	0.206472	0.206771	0.201588	0.230230	0.276521	0.382827	0.083430	0.184599	0.148906	2.059765	10.338699	35.000000	97.727638
0.325519	0.100600	0.013467	0.017450	1.571597	0.288736	0.215600	0.231830	0.204515	0.220547	0.205300	0.211854	0.195608	0.212009	0.210450	0.209857	0.203414	0.203360	0.196335	0.206472	0.206776	0.201588	0.230225	0.276521	0.382939	0.083430	0.184602	0.149184	2.059762	10.401599	35.000000	97.737793
0.361881	0.100583	0.013300	0.017533	1.571493	0.288588	0.215616	0.231841	0.204520	0.220551	0.205298	0.211854	0.195608	0.212008	0.210450	0.209858	0.203412	0.203359	0.196337	0.206479	0.206786	0.201597	0.230236	0.276557	0.382763	0.083431	0.184604	0.149545	2.059763	10.459800	35.000000	97.715431
